personID,age,gender,raceEthnicity,education,region,householdType,householdSize
169,25,Male,White,Some College/Associate's,South,DINKS,2
170,40,Female,White,High School,South,SmallFamily,4
171,45,Male,White,Some College/Associate's,Midwest,Single,1
172,25,Female,White,Master's,South,SmallFamily,3
173,40,Female,Hispanic/Latino,Some College/Associate's,Midwest,SmallFamily,3
174,30,Female,White,Bachelor's,Midwest,Single,1
175,45,Female,Hispanic/Latino,High School,Northeast,DINKS,2
176,30,Male,White,Some College/Associate's,Northeast,SmallFamily,4
177,45,Male,White,Ph.D,South,SmallFamily,5
178,35,Male,White,Bachelor's,West,Single,1
179,60,Female,Black/African American,High School,South,SmallFamily,3
180,25,Female,White,Bachelor's,South,Single,1
181,30,Female,Hispanic/Latino,High School,South,SmallFamily,4
182,25,Male,White,Some College/Associate's,South,SmallFamily,3
183,60,Female,Hispanic/Latino,Bachelor's,Northeast,SmallFamily,4
184,55,Male,White,Bachelor's,South,Single,1
185,30,Female,Hispanic/Latino,High School,West,SmallFamily,4
186,45,Female,White,Master's,West,Other,3
187,50,Female,Asian,Some College/Associate's,West,Single,1
188,40,Female,White,Some College/Associate's,Northeast,SingleParent,2
189,40,Male,White,Some College/Associate's,South,SmallFamily,4
190,30,Female,White,Bachelor's,Midwest,SmallFamily,4
191,25,Male,Black/African American,Bachelor's,West,Single,1
192,55,Female,White,Some College/Associate's,South,DINKS,2
193,60,Male,Hispanic/Latino,Some College/Associate's,West,SingleParent,2
194,45,Female,White,High School,Midwest,DINKS,2
195,30,Male,White,Bachelor's,South,Single,1
196,30,Male,White,Bachelor's,South,SmallFamily,3
197,50,Male,Asian,High School,South,Single,1
198,55,Female,Hispanic/Latino,Bachelor's,Midwest,SmallFamily,4
199,55,Male,Asian,Master's,Midwest,SmallFamily,4
200,50,Female,White,Master's,West,SingleParent,2
201,45,Female,Hispanic/Latino,Some College/Associate's,West,SmallFamily,4
202,25,Female,Hispanic/Latino,High School,Northeast,Single,1
203,30,Female,White,Bachelor's,Midwest,SmallFamily,5
204,55,Male,Black/African American,High School,Midwest,SmallFamily,3
205,40,Female,Asian,Master's,Midwest,SmallFamily,4
206,25,Male,Black/African American,High School,Midwest,Roommates,2
207,25,Male,Hispanic/Latino,Some College/Associate's,West,SmallFamily,3
208,45,Male,White,Some College/Associate's,Northeast,Single,1
209,25,Male,White,Some College/Associate's,Northeast,Roommates,2
210,30,Female,Asian,Bachelor's,South,Single,1
211,40,Male,White,Some College/Associate's,South,Single,1
212,45,Female,Hispanic/Latino,High School,Northeast,SmallFamily,4
213,45,Male,Hispanic/Latino,High School,South,SingleParent,4
214,30,Male,Hispanic/Latino,Bachelor's,Northeast,SmallFamily,3
215,45,Male,Other/Multiracial,High School,West,DINKS,2
216,30,Female,White,Bachelor's,South,SmallFamily,4
217,30,Female,White,Bachelor's,South,DINKS,2
218,50,Female,White,Bachelor's,South,DINKS,2
219,45,Female,White,Master's,South,Single,1
220,55,Female,White,Bachelor's,West,SmallFamily,4
221,45,Male,White,Master's,Midwest,SingleParent,2
222,40,Female,Black/African American,High School,Northeast,DINKS,2
223,25,Female,Asian,High School,West,Single,1
224,35,Male,White,High School,West,SingleParent,3
225,30,Male,White,Master's,West,SmallFamily,4
226,30,Female,Asian,Master's,West,SingleParent,4
227,65,Female,White,Bachelor's,West,Single,1
228,35,Female,White,High School,South,Single,1
229,55,Female,White,Master's,South,DINKS,2
230,45,Male,White,Some College/Associate's,South,SmallFamily,5
231,50,Female,White,High School,South,DINKS,2
232,40,Male,Asian,Some College/Associate's,Midwest,SmallFamily,3
233,40,Male,White,High School,South,Single,1
234,35,Male,White,Some College/Associate's,Northeast,SmallFamily,4
235,30,Female,White,Some College/Associate's,Northeast,SmallFamily,3
236,50,Female,White,Some College/Associate's,Northeast,DINKS,2
237,30,Male,Hispanic/Latino,Bachelor's,Northeast,SmallFamily,4
238,25,Female,Hispanic/Latino,Master's,South,DINKS,2
239,45,Female,Hispanic/Latino,Bachelor's,West,DINKS,2
240,30,Female,White,Some College/Associate's,South,DINKS,2
241,60,Female,Black/African American,Bachelor's,Midwest,DINKS,2
242,65,Male,Black/African American,Bachelor's,Northeast,Single,1
243,60,Female,Hispanic/Latino,High School,Northeast,SmallFamily,5
244,35,Male,White,Some College/Associate's,West,SingleParent,2
245,25,Female,White,Some College/Associate's,Midwest,Single,1
246,60,Male,White,High School,South,Single,1
247,35,Male,Hispanic/Latino,Bachelor's,South,Other,2
248,65,Male,White,Bachelor's,Midwest,Single,1
249,65,Female,White,High School,West,Single,1
250,55,Female,Black/African American,Bachelor's,Northeast,DINKS,2
251,30,Female,Black/African American,Master's,South,SmallFamily,4
252,35,Male,Black/African American,Master's,Northeast,DINKS,2
253,55,Male,White,High School,West,DINKS,2
254,30,Male,Hispanic/Latino,Master's,Midwest,SmallFamily,4
255,30,Female,White,Some College/Associate's,Midwest,Single,1
256,40,Male,White,Some College/Associate's,Northeast,DINKS,2
257,60,Female,White,High School,South,SmallFamily,3
258,45,Male,White,High School,Northeast,SmallFamily,5
259,40,Female,White,Bachelor's,South,Single,1
260,25,Male,Black/African American,Some College/Associate's,South,Single,1
261,40,Female,White,High School,West,SmallFamily,4
262,70,Female,Hispanic/Latino,High School,Midwest,DINKS,2
263,25,Male,White,Bachelor's,West,Single,1
264,40,Female,White,High School,Midwest,SmallFamily,3
265,55,Male,White,Bachelor's,Midwest,Single,1
266,50,Male,White,High School,South,DINKS,2
267,45,Male,White,High School,Northeast,Single,1
268,45,Female,White,Some College/Associate's,South,SmallFamily,3
269,35,Female,White,Some College/Associate's,Northeast,SmallFamily,4
270,30,Male,White,Some College/Associate's,South,SingleParent,2
271,50,Female,White,High School,West,SmallFamily,3
272,50,Male,Black/African American,Master's,West,SmallFamily,4
273,55,Female,White,Some College/Associate's,South,DINKS,2
274,60,Female,Hispanic/Latino,High School,South,Single,1
275,40,Female,Hispanic/Latino,Some College/Associate's,South,Other,3
276,40,Female,Asian,Bachelor's,South,SmallFamily,4
277,50,Female,Black/African American,High School,South,SmallFamily,3
278,45,Male,White,High School,West,Single,1
279,45,Male,Hispanic/Latino,Bachelor's,Midwest,DINKS,2
280,50,Female,Black/African American,Some College/Associate's,West,SmallFamily,4
281,55,Male,White,Some College/Associate's,Northeast,Single,1
282,30,Female,White,High School,Midwest,SmallFamily,5
283,35,Male,White,High School,Midwest,SmallFamily,3
284,25,Male,Black/African American,Bachelor's,Midwest,Single,1
285,40,Male,Black/African American,High School,West,DINKS,2
286,25,Female,White,Bachelor's,Midwest,Single,1
287,35,Female,White,Some College/Associate's,South,Single,1
288,40,Female,White,High School,Northeast,SmallFamily,4
289,30,Male,White,Master's,Midwest,DINKS,2
290,40,Female,Other/Multiracial,Bachelor's,South,DINKS,2
291,25,Male,White,Bachelor's,Midwest,Roommates,4
292,25,Female,White,High School,South,DINKS,2
293,55,Male,White,High School,South,DINKS,2
294,35,Female,Hispanic/Latino,Some College/Associate's,South,SmallFamily,4
295,25,Female,White,High School,Midwest,Roommates,3
296,40,Female,Hispanic/Latino,Master's,Midwest,Single,1
297,50,Female,White,High School,Midwest,DINKS,2
298,30,Female,White,Some College/Associate's,South,SmallFamily,3
299,45,Male,White,Some College/Associate's,West,DINKS,2
300,25,Female,White,Bachelor's,Midwest,SmallFamily,4
301,25,Female,White,High School,South,Roommates,3
302,40,Male,Asian,Some College/Associate's,Midwest,SingleParent,3
303,40,Female,Black/African American,High School,South,DINKS,2
304,45,Male,Other/Multiracial,Master's,South,Single,1
305,50,Male,White,High School,West,Other,4
306,65,Female,Asian,Bachelor's,Midwest,DINKS,2
307,40,Female,White,Bachelor's,South,DINKS,2
308,30,Female,White,Some College/Associate's,South,SmallFamily,3
309,50,Male,White,Bachelor's,South,DINKS,2
310,30,Male,White,High School,South,DINKS,2
311,35,Male,Hispanic/Latino,Master's,South,SingleParent,2
312,25,Male,White,Bachelor's,West,Single,1
313,25,Female,White,Some College/Associate's,Midwest,Single,1
314,65,Male,Hispanic/Latino,High School,West,Single,1
315,55,Male,White,High School,Midwest,SmallFamily,3
316,45,Male,White,Ph.D,Midwest,Single,1
317,35,Male,White,High School,South,SmallFamily,4
318,30,Male,Black/African American,Bachelor's,South,SmallFamily,3
319,30,Female,Black/African American,Some College/Associate's,Northeast,SingleParent,3
320,30,Female,White,Master's,South,DINKS,2
321,40,Female,White,High School,South,SingleParent,2
322,45,Female,White,Some College/Associate's,South,Single,1
323,45,Male,Black/African American,Some College/Associate's,Midwest,SmallFamily,4
324,30,Female,White,Bachelor's,West,SmallFamily,3
325,65,Male,White,High School,Northeast,Single,1
326,50,Female,White,High School,Northeast,SmallFamily,5
327,40,Female,White,High School,West,DINKS,2
328,40,Male,White,Bachelor's,South,Single,1
329,35,Male,Black/African American,High School,South,SmallFamily,4
330,30,Female,White,Bachelor's,South,SmallFamily,5
331,35,Female,White,High School,South,DINKS,2
332,50,Female,Black/African American,Bachelor's,South,Single,1
333,25,Female,Black/African American,Master's,South,Single,1
334,25,Female,White,Bachelor's,South,DINKS,2
335,25,Female,White,Some College/Associate's,South,Single,1
336,25,Male,White,High School,Northeast,Single,1
337,55,Male,Asian,High School,West,Single,1
338,45,Male,White,High School,Northeast,DINKS,2
339,35,Male,Asian,Bachelor's,South,SmallFamily,4
340,25,Female,Hispanic/Latino,Bachelor's,West,SmallFamily,3
341,35,Male,White,Master's,South,SingleParent,2
342,35,Female,White,Some College/Associate's,South,Single,1
343,30,Male,White,Bachelor's,South,Other,4
344,35,Female,White,Some College/Associate's,Northeast,DINKS,2
345,35,Female,White,Some College/Associate's,Northeast,Other,3
346,40,Male,Hispanic/Latino,High School,South,DINKS,2
347,45,Male,Asian,Some College/Associate's,South,DINKS,2
348,25,Male,White,Some College/Associate's,West,Single,1
349,35,Male,Hispanic/Latino,Bachelor's,South,SmallFamily,3
350,45,Female,White,Master's,South,SmallFamily,4
351,40,Female,White,High School,South,SmallFamily,4
352,55,Female,White,High School,West,Other,2
353,45,Male,Hispanic/Latino,Some College/Associate's,South,SmallFamily,3
354,30,Male,Asian,Bachelor's,South,SmallFamily,5
355,25,Female,Hispanic/Latino,High School,South,Single,1
356,45,Female,White,Bachelor's,West,Other,2
357,25,Male,White,Ph.D,Northeast,DINKS,2
358,40,Female,White,Master's,South,SmallFamily,3
359,60,Male,White,High School,Northeast,DINKS,2
360,40,Male,Black/African American,Bachelor's,Northeast,SmallFamily,3
361,35,Male,Black/African American,Bachelor's,Northeast,SingleParent,2
362,45,Female,Hispanic/Latino,Some College/Associate's,Midwest,Single,1
363,35,Female,White,Some College/Associate's,Midwest,DINKS,2
364,40,Female,White,Bachelor's,Northeast,Single,1
365,60,Female,White,Some College/Associate's,South,SmallFamily,4
366,35,Male,White,Some College/Associate's,West,Single,1
367,65,Female,White,Some College/Associate's,Northeast,Single,1
368,60,Male,Hispanic/Latino,Some College/Associate's,Midwest,DINKS,2
369,30,Male,Hispanic/Latino,High School,Northeast,SmallFamily,3
370,25,Female,White,Master's,Midwest,Single,1
371,25,Female,White,Bachelor's,Northeast,Single,1
372,25,Male,White,Bachelor's,Midwest,Roommates,2
373,25,Male,White,High School,Midwest,Roommates,4
374,45,Female,Black/African American,Some College/Associate's,West,DINKS,2
375,25,Male,White,High School,Northeast,SmallFamily,3
376,30,Female,White,High School,Midwest,SmallFamily,3
377,55,Female,White,Some College/Associate's,Northeast,Single,1
378,25,Male,Black/African American,Some College/Associate's,Midwest,Single,1
379,50,Female,White,Some College/Associate's,South,DINKS,2
380,30,Male,White,High School,South,SmallFamily,4
381,25,Female,White,Some College/Associate's,Northeast,Single,1
382,45,Female,Hispanic/Latino,High School,West,SmallFamily,4
383,45,Female,Asian,Ph.D,South,DINKS,2
384,55,Male,White,Some College/Associate's,South,SmallFamily,5
385,50,Female,Black/African American,Bachelor's,Midwest,Single,1
386,50,Male,Asian,High School,Northeast,DINKS,2
387,30,Female,Black/African American,High School,Midwest,DINKS,2
388,30,Female,Hispanic/Latino,Master's,Midwest,SmallFamily,3
389,50,Male,Hispanic/Latino,High School,South,SmallFamily,5
390,50,Female,White,Some College/Associate's,South,SmallFamily,4
391,70,Male,Hispanic/Latino,Some College/Associate's,South,Single,1
392,35,Female,White,High School,Northeast,SmallFamily,4
393,35,Male,Hispanic/Latino,Bachelor's,South,SingleParent,2
394,50,Female,White,Some College/Associate's,Midwest,SmallFamily,3
395,30,Male,Hispanic/Latino,Some College/Associate's,West,Single,1
396,60,Female,Black/African American,High School,West,SmallFamily,4
397,55,Female,White,High School,Northeast,Single,1
398,35,Female,Black/African American,Master's,South,SingleParent,4
399,50,Female,White,Bachelor's,Midwest,DINKS,2
400,50,Female,Black/African American,High School,South,DINKS,2
401,25,Male,White,High School,South,Single,1
402,60,Male,White,Some College/Associate's,West,DINKS,2
403,40,Male,Black/African American,Some College/Associate's,South,SingleParent,3
404,55,Male,White,High School,Midwest,Single,1
405,30,Male,Black/African American,Some College/Associate's,West,SmallFamily,3
406,55,Female,White,High School,South,Other,2
407,35,Female,White,Bachelor's,South,SmallFamily,4
408,25,Female,White,Master's,West,Single,1
409,60,Male,White,High School,Midwest,DINKS,2
410,25,Female,White,Bachelor's,West,DINKS,2
411,30,Female,White,Some College/Associate's,West,Single,1
412,65,Male,White,High School,Midwest,Single,1
413,65,Female,White,High School,West,DINKS,2
414,40,Male,Asian,Bachelor's,South,SingleParent,3
415,45,Male,Asian,Some College/Associate's,West,Single,1
416,35,Female,White,Some College/Associate's,Midwest,DINKS,2
417,30,Female,Hispanic/Latino,Some College/Associate's,Midwest,SmallFamily,3
418,30,Female,White,High School,Midwest,SingleParent,2
419,45,Male,Hispanic/Latino,High School,Northeast,DINKS,2
420,50,Female,Black/African American,Bachelor's,South,SingleParent,2
421,50,Male,Asian,High School,Northeast,Single,1
422,50,Male,White,Bachelor's,West,Other,3
423,25,Female,Hispanic/Latino,Some College/Associate's,Midwest,DINKS,2
424,35,Female,White,Some College/Associate's,South,SmallFamily,4
425,25,Male,Other/Multiracial,Some College/Associate's,West,Single,1
426,40,Female,White,Some College/Associate's,Midwest,SmallFamily,5
427,35,Male,Hispanic/Latino,High School,Midwest,Single,1
428,55,Female,Hispanic/Latino,High School,South,Single,1
429,35,Male,Hispanic/Latino,Bachelor's,West,SmallFamily,4
430,25,Male,White,Bachelor's,South,Roommates,2
431,25,Male,Asian,Some College/Associate's,Northeast,SmallFamily,4
432,50,Female,White,Some College/Associate's,Northeast,DINKS,2
433,40,Female,Hispanic/Latino,High School,South,SmallFamily,5
434,25,Male,White,High School,Northeast,Single,1
435,25,Female,White,High School,Northeast,SingleParent,4
436,45,Female,White,Master's,South,SmallFamily,5
437,25,Male,White,High School,Midwest,DINKS,2
438,55,Female,White,High School,West,DINKS,2
439,45,Female,White,High School,Midwest,Other,2
440,25,Female,White,High School,South,Roommates,3
441,25,Male,Hispanic/Latino,Bachelor's,South,DINKS,2
442,70,Male,Black/African American,High School,West,Single,1
443,35,Female,White,High School,South,SmallFamily,5
444,35,Female,White,Bachelor's,Northeast,SmallFamily,4
445,50,Female,White,High School,South,DINKS,2
446,60,Male,White,Some College/Associate's,West,DINKS,2
447,70,Female,Hispanic/Latino,Some College/Associate's,Northeast,DINKS,2
448,50,Male,Hispanic/Latino,High School,West,DINKS,2
449,35,Female,White,Bachelor's,West,SmallFamily,3
450,25,Male,White,High School,Northeast,Single,1
451,50,Female,White,Some College/Associate's,Northeast,SmallFamily,5
452,40,Male,Black/African American,Some College/Associate's,South,SmallFamily,4
453,35,Female,Asian,High School,West,Single,1
454,60,Female,White,Some College/Associate's,Northeast,DINKS,2
455,25,Male,White,Master's,South,Roommates,2
456,35,Male,Black/African American,Ph.D,South,SmallFamily,3
457,25,Female,Asian,Bachelor's,South,Single,1
458,35,Male,White,Some College/Associate's,South,SingleParent,3
459,25,Male,White,High School,Midwest,Single,1
460,25,Male,White,Some College/Associate's,Midwest,Roommates,2
461,25,Female,White,Some College/Associate's,Northeast,Single,1
462,45,Male,White,Some College/Associate's,Midwest,Single,1
463,50,Female,White,Master's,South,DINKS,2
464,40,Female,White,Some College/Associate's,South,SmallFamily,3
465,65,Male,White,High School,Northeast,DINKS,2
466,35,Female,Hispanic/Latino,Some College/Associate's,South,SmallFamily,4
467,30,Female,White,Bachelor's,South,SingleParent,3
468,55,Male,White,Some College/Associate's,Northeast,DINKS,2
469,30,Male,White,Bachelor's,West,SmallFamily,4
470,65,Female,White,High School,South,Single,1
471,25,Female,Asian,Bachelor's,Northeast,Single,1
472,65,Male,White,High School,Northeast,DINKS,2
473,25,Female,White,Master's,South,Single,1
474,55,Male,Hispanic/Latino,Some College/Associate's,Northeast,SmallFamily,3
475,40,Male,White,Some College/Associate's,West,SmallFamily,4
476,70,Female,Black/African American,Some College/Associate's,West,Single,1
477,25,Male,White,Bachelor's,Northeast,DINKS,2
478,40,Male,White,High School,Northeast,Single,1
479,65,Female,White,Bachelor's,South,DINKS,2
480,40,Male,White,Some College/Associate's,South,SmallFamily,3
481,45,Male,Black/African American,High School,South,DINKS,2
482,45,Male,Black/African American,High School,West,Single,1
483,35,Male,White,Some College/Associate's,South,SmallFamily,3
484,45,Female,White,Some College/Associate's,West,Single,1
485,40,Female,Black/African American,Some College/Associate's,South,SmallFamily,3
486,60,Female,Asian,Some College/Associate's,West,DINKS,2
487,25,Female,White,Some College/Associate's,South,DINKS,2
488,30,Female,White,Master's,Northeast,SingleParent,4
489,65,Male,White,Some College/Associate's,South,DINKS,2
490,55,Male,Black/African American,Bachelor's,South,Single,1
491,35,Male,White,High School,Northeast,DINKS,2
492,45,Male,White,Some College/Associate's,Midwest,SingleParent,2
493,30,Male,Hispanic/Latino,Some College/Associate's,South,Single,1
494,30,Female,White,Bachelor's,South,SmallFamily,3
495,35,Male,White,Bachelor's,Midwest,SmallFamily,3
496,35,Female,White,High School,West,SmallFamily,4
497,40,Male,White,High School,Midwest,SmallFamily,5
498,25,Male,White,Master's,West,SmallFamily,5
499,65,Female,White,High School,South,DINKS,2
500,70,Male,White,Some College/Associate's,West,DINKS,2
501,45,Male,White,Some College/Associate's,Midwest,SmallFamily,3
502,40,Female,Black/African American,Bachelor's,Northeast,SmallFamily,3
503,30,Male,Hispanic/Latino,High School,South,SmallFamily,3
504,50,Female,White,High School,West,SmallFamily,4
505,45,Female,White,Some College/Associate's,South,SingleParent,2
506,30,Male,White,Master's,West,DINKS,2
507,60,Male,White,High School,Northeast,DINKS,2
508,55,Male,White,High School,South,Other,2
509,60,Male,Hispanic/Latino,Some College/Associate's,Northeast,DINKS,2
510,50,Female,White,Master's,Midwest,Single,1
511,40,Female,White,Bachelor's,Northeast,SmallFamily,4
