personID,career,workArrangement,annualIncome,sideHustleIncome,monthlyIncome
88,Retail,Office,37076.93,4501.46,3464.8658333333333
89,Construction,Office,44125.31,7922.25,4337.296666666666
90,Retail,Office,32164.15,0.0,2680.3458333333333
91,Retail,Office,20979.51,0.0,1748.2924999999998
92,Business,Remote,143644.05,0.0,11970.3375
93,Technology,Hybrid,123672.69,0.0,10306.0575
94,Admin,Office,50135.47,0.0,4177.955833333333
95,Sales,Hybrid,55949.04,0.0,4662.42
96,Manufacturing,Office,38531.2,0.0,3210.933333333333
97,Sales,Office,106848.05,0.0,8904.004166666668
98,Transportation,Hybrid,30613.73,0.0,2551.1441666666665
99,FoodService,Office,19951.23,0.0,1662.6025
100,Finance,Office,126917.57,0.0,10576.464166666667
101,Retail,Hybrid,22277.4,0.0,1856.45
102,FoodService,Office,24437.3,0.0,2036.4416666666666
103,Business,Remote,89864.63,0.0,7488.719166666667
104,Manufacturing,Office,49439.34,2907.76,4362.258333333333
105,Retail,Office,32149.37,0.0,2679.1141666666667
106,FoodService,Hybrid,28353.82,0.0,2362.818333333333
107,Construction,Hybrid,41741.93,8054.3,4149.685833333334
108,FoodService,Office,32452.76,0.0,2704.3966666666665
109,Engineering,Office,128310.9,0.0,10692.574999999999
110,Manufacturing,Office,31007.5,0.0,2583.9583333333335
111,Healthcare,Office,63302.43,4945.8,5687.3525
112,Technology,Hybrid,144722.33,0.0,12060.194166666666
113,Construction,Hybrid,36110.97,7113.51,3602.0400000000004
114,Manufacturing,Office,44505.81,0.0,3708.8174999999997
115,Retail,Office,38819.89,2963.38,3481.9391666666666
116,Healthcare,Office,80536.21,0.0,6711.350833333334
117,Healthcare,Office,71982.61,8397.12,6698.310833333333
118,Retail,Office,22428.19,0.0,1869.0158333333331
119,Healthcare,Office,50183.25,0.0,4181.9375
120,Sales,Office,52856.8,5089.7,4828.875
121,Business,Office,115823.76,0.0,9651.98
122,Transportation,Office,36654.06,0.0,3054.5049999999997
123,Technology,Remote,77686.68,0.0,6473.889999999999
124,Education,Hybrid,66946.95,0.0,5578.912499999999
125,Manufacturing,Office,46699.85,0.0,3891.6541666666667
126,Manufacturing,Office,40560.64,0.0,3380.0533333333333
127,Construction,Office,42998.7,0.0,3583.225
128,Construction,Office,48502.69,5577.07,4506.6466666666665
129,Manufacturing,Office,34074.97,0.0,2839.5808333333334
130,Technology,Remote,154136.47,0.0,12844.705833333333
131,Construction,Office,37857.18,0.0,3154.765
132,Manufacturing,Office,48950.51,0.0,4079.209166666667
133,Finance,Remote,94617.1,0.0,7884.758333333334
134,Construction,Office,49848.54,4365.67,4517.850833333333
135,Manufacturing,Office,40987.86,7984.34,4081.0166666666664
136,Education,Hybrid,68331.27,0.0,5694.2725
137,Sales,Hybrid,83981.23,0.0,6998.435833333333
138,Service,Office,37582.39,0.0,3131.8658333333333
139,Sales,Office,69254.21,6638.62,6324.4025
140,Retired,Retired,41074.396227563055,0.0,3422.8663522969214
141,Retired,Retired,58521.42407392698,0.0,4876.785339493915
142,Construction,Office,32852.21,4861.84,3142.8375
143,Engineering,Office,132185.0,9334.52,11793.293333333333
144,Sales,Office,56911.85,0.0,4742.654166666666
145,Technology,Remote,168459.08,0.0,14038.256666666666
146,Engineering,Office,81840.89,0.0,6820.074166666666
147,Healthcare,Office,55965.33,0.0,4663.7775
148,Transportation,Office,37204.63,6460.89,3638.793333333333
149,Admin,Hybrid,27872.79,0.0,2322.7325
150,Engineering,Office,102490.5,0.0,8540.875
151,Healthcare,Hybrid,64122.88,0.0,5343.573333333333
152,Retail,Office,36987.65,0.0,3082.304166666667
153,Business,Hybrid,113704.21,0.0,9475.350833333334
154,Technology,Hybrid,105329.87,0.0,8777.489166666666
155,Retired,Retired,30492.101667154435,4005.94,2874.8368055962032
156,Finance,Hybrid,114117.52,0.0,9509.793333333333
157,Service,Office,47193.08,0.0,3932.7566666666667
158,Admin,Office,53504.29,0.0,4458.690833333333
159,Sales,Office,46665.24,0.0,3888.77
160,Admin,Office,49660.28,0.0,4138.356666666667
161,Finance,Hybrid,75174.21,14803.07,7498.106666666667
162,Sales,Office,58970.13,0.0,4914.1775
163,Retail,Office,40968.53,0.0,3414.0441666666666
164,Business,Hybrid,97931.04,0.0,8160.919999999999
165,Business,Hybrid,63305.0,0.0,5275.416666666667
166,Transportation,Office,37230.38,0.0,3102.5316666666663
167,Education,Hybrid,77757.57,8826.29,7215.321666666668
168,Manufacturing,Office,61343.51,4865.59,5517.425
169,Manufacturing,Office,32065.24,0.0,2672.1033333333335
170,Admin,Office,33992.18,0.0,2832.681666666667
171,Service,Office,31567.76,0.0,2630.6466666666665
172,Education,Office,65101.35,0.0,5425.1125
173,Manufacturing,Office,49054.52,0.0,4087.8766666666666
174,Sales,Hybrid,56103.32,0.0,4675.276666666667
175,Transportation,Office,40798.74,4157.51,3746.3541666666665
176,Retail,Office,43346.96,0.0,3612.2466666666664
177,Education,Office,102128.02,0.0,8510.668333333333
178,Healthcare,Office,79949.82,0.0,6662.485000000001
179,FoodService,Office,30121.55,0.0,2510.1291666666666
180,Technology,Hybrid,83739.81,0.0,6978.3175
181,Manufacturing,Office,34633.98,5560.31,3349.5241666666666
182,Manufacturing,Office,38709.76,0.0,3225.8133333333335
183,Education,Office,91091.4,0.0,7590.95
184,Engineering,Office,104316.23,0.0,8693.019166666667
185,Retail,Office,28957.95,0.0,2413.1625
186,Finance,Office,190061.7,0.0,15838.475
187,Service,Office,45465.36,0.0,3788.78
188,Manufacturing,Office,69064.33,10281.33,6612.138333333333
189,Sales,Hybrid,42238.02,0.0,3519.8349999999996
190,Technology,Remote,107472.45,0.0,8956.0375
191,Sales,Office,72957.24,0.0,6079.77
192,Retail,Office,44627.03,0.0,3718.9191666666666
193,Healthcare,Office,50964.46,0.0,4247.038333333333
194,FoodService,Office,31612.85,0.0,2634.4041666666667
195,Education,Office,53191.19,0.0,4432.599166666667
196,Healthcare,Hybrid,54023.06,0.0,4501.921666666666
197,Construction,Office,34735.86,0.0,2894.655
198,Business,Office,101969.91,17003.7,9914.4675
199,Finance,Hybrid,130455.55,0.0,10871.295833333334
200,Business,Hybrid,159658.78,9742.47,14116.770833333334
201,Admin,Office,62874.92,0.0,5239.576666666667
202,FoodService,Hybrid,27043.51,0.0,2253.625833333333
203,Sales,Office,70306.12,0.0,5858.843333333333
204,FoodService,Office,28439.43,0.0,2369.9525
205,Business,Hybrid,116208.37,0.0,9684.030833333332
206,Construction,Hybrid,28989.79,3973.2,2746.915833333333
207,Admin,Hybrid,35939.55,6822.24,3563.4825
208,Admin,Office,47876.62,0.0,3989.7183333333337
209,Healthcare,Office,30965.07,2049.43,2751.2083333333335
210,Healthcare,Office,56503.6,0.0,4708.633333333333
211,Admin,Hybrid,46423.17,0.0,3868.5975
212,Retail,Office,38057.35,0.0,3171.445833333333
213,FoodService,Office,33008.51,0.0,2750.709166666667
214,Healthcare,Hybrid,67214.91,0.0,5601.2425
215,Admin,Office,50179.58,0.0,4181.631666666667
216,Education,Hybrid,60060.25,0.0,5005.020833333333
217,Sales,Office,62379.39,4001.66,5531.754166666667
218,Technology,Remote,122458.77,0.0,10204.897500000001
219,Technology,Remote,170261.4,0.0,14188.449999999999
220,Sales,Office,90692.11,0.0,7557.675833333334
221,Business,Hybrid,107886.62,0.0,8990.551666666666
222,Retail,Office,30224.93,4760.14,2915.4225
223,FoodService,Office,23014.0,0.0,1917.8333333333333
224,Manufacturing,Hybrid,43819.82,0.0,3651.6516666666666
225,Finance,Remote,166573.76,16203.86,15231.468333333332
226,Technology,Remote,172690.26,25694.05,16532.025833333333
227,Retired,Retired,43514.27112861896,0.0,3626.1892607182467
228,Construction,Office,40355.16,0.0,3362.9300000000003
229,Legal,Office,134505.1,0.0,11208.758333333333
230,Sales,Hybrid,56615.21,0.0,4717.934166666667
231,FoodService,Office,29036.13,0.0,2419.6775000000002
232,Manufacturing,Office,53513.82,0.0,4459.485
233,Transportation,Hybrid,37993.82,0.0,3166.1516666666666
234,Manufacturing,Office,59515.53,0.0,4959.6275
235,Sales,Office,48422.43,6382.45,4567.073333333333
236,Service,Hybrid,52036.39,0.0,4336.365833333333
237,Technology,Hybrid,129084.93,0.0,10757.0775
238,Technology,Remote,109833.44,21737.14,10964.215000000002
239,Sales,Office,101584.58,18626.39,10017.580833333333
240,Admin,Hybrid,32876.9,0.0,2739.741666666667
241,Technology,Hybrid,92612.61,0.0,7717.7175
242,Retired,Retired,37932.035000175245,0.0,3161.0029166812706
243,Transportation,Office,44814.82,0.0,3734.568333333333
244,Retail,Hybrid,48047.35,0.0,4003.945833333333
245,Manufacturing,Office,27451.82,0.0,2287.6516666666666
246,Retail,Office,33738.64,0.0,2811.5533333333333
247,Technology,Remote,85929.72,0.0,7160.81
248,Retired,Retired,41574.378052036845,0.0,3464.531504336404
249,Retired,Retired,33606.27864443022,5098.44,3225.393220369185
250,Sales,Office,115353.25,0.0,9612.770833333334
251,Finance,Remote,127795.91,0.0,10649.659166666666
252,Engineering,Hybrid,133394.42,11905.61,12108.335833333336
253,Retail,Office,42440.0,0.0,3536.6666666666665
254,Education,Office,63599.96,0.0,5299.996666666667
255,Retail,Office,30463.66,2719.99,2765.304166666667
256,Admin,Office,53606.4,0.0,4467.2
257,Manufacturing,Office,32841.28,0.0,2736.773333333333
258,Construction,Office,55569.29,0.0,4630.774166666667
259,Technology,Hybrid,120077.5,0.0,10006.458333333334
260,Admin,Hybrid,29609.61,5398.91,2917.376666666667
261,Admin,Office,41159.5,5671.83,3902.6108333333336
262,Retired,Retired,25718.13883996956,0.0,2143.17823666413
263,Finance,Hybrid,86366.97,0.0,7197.2475
264,Admin,Office,34581.75,0.0,2881.8125
265,Education,Hybrid,61759.28,0.0,5146.606666666667
266,FoodService,Hybrid,31566.02,0.0,2630.5016666666666
267,Transportation,Office,39922.73,0.0,3326.894166666667
268,Retail,Office,36006.39,0.0,3000.5325
269,Admin,Office,57083.39,0.0,4756.949166666666
270,Sales,Office,40831.4,0.0,3402.616666666667
271,FoodService,Office,35608.21,5996.15,3467.03
272,Healthcare,Office,110481.26,0.0,9206.771666666666
273,Manufacturing,Office,46126.67,5418.94,4295.4675
274,Construction,Office,34270.43,0.0,2855.869166666667
275,Retail,Office,35800.82,0.0,2983.4016666666666
276,Healthcare,Office,77724.62,0.0,6477.051666666666
277,Retail,Office,34618.23,2266.15,3073.6983333333337
278,FoodService,Office,37948.34,0.0,3162.361666666666
279,Sales,Office,74829.34,0.0,6235.778333333333
280,Manufacturing,Office,64828.93,6476.6,5942.1275
281,Manufacturing,Office,56449.69,0.0,4704.140833333334
282,Retail,Office,20783.54,0.0,1731.9616666666668
283,Retail,Office,23209.58,0.0,1934.131666666667
284,Healthcare,Hybrid,44906.32,3330.81,4019.7608333333333
285,FoodService,Hybrid,29513.6,0.0,2459.4666666666667
286,Technology,Remote,62466.3,0.0,5205.525000000001
287,Healthcare,Office,34709.95,0.0,2892.495833333333
288,Retail,Office,34605.65,0.0,2883.804166666667
289,Engineering,Office,106071.5,0.0,8839.291666666666
290,Sales,Office,68609.88,0.0,5717.490000000001
291,Education,Office,40283.67,6738.45,3918.5099999999998
292,Retail,Office,19045.45,0.0,1587.1208333333334
293,Transportation,Hybrid,29745.28,0.0,2478.773333333333
294,Service,Hybrid,31435.35,4874.89,3025.853333333333
295,Retail,Office,16611.0,0.0,1384.25
296,Engineering,Office,137004.84,0.0,11417.07
297,Transportation,Office,32271.99,2041.59,2859.465
298,Healthcare,Office,35636.22,0.0,2969.685
299,Admin,Office,50335.03,0.0,4194.5858333333335
300,Business,Office,52146.95,0.0,4345.579166666666
301,Manufacturing,Office,23831.68,0.0,1985.9733333333334
302,Healthcare,Office,49251.64,0.0,4104.303333333333
303,Admin,Office,40750.69,5835.82,3882.209166666667
304,Engineering,Hybrid,109429.47,19819.9,10770.780833333332
305,Retail,Office,41456.57,0.0,3454.7141666666666
306,Retired,Retired,35236.40385687695,0.0,2936.366988073079
307,Engineering,Office,88655.63,13706.57,8530.183333333334
308,Retail,Office,36302.44,0.0,3025.2033333333334
309,Business,Hybrid,79233.93,0.0,6602.827499999999
310,Admin,Hybrid,30747.83,0.0,2562.3191666666667
311,Business,Hybrid,103724.55,0.0,8643.7125
312,Healthcare,Office,61221.1,0.0,5101.758333333333
313,Retail,Office,30157.55,0.0,2513.1291666666666
314,Retired,Retired,56429.7045249009,0.0,4702.475377075075
315,Manufacturing,Hybrid,41644.01,0.0,3470.334166666667
316,Education,Hybrid,91656.76,0.0,7638.063333333333
317,Construction,Office,28374.16,3594.06,2664.0183333333334
318,Technology,Remote,106484.46,10305.51,9732.4975
319,Retail,Office,48511.47,8880.73,4782.683333333333
320,Business,Hybrid,95211.67,10798.98,8834.220833333333
321,Retail,Office,35681.54,0.0,2973.4616666666666
322,Sales,Office,44574.81,0.0,3714.5674999999997
323,Retail,Office,33834.58,0.0,2819.5483333333336
324,Engineering,Office,100277.35,0.0,8356.445833333333
325,Retired,Retired,44007.038917072634,0.0,3667.253243089386
326,FoodService,Hybrid,39516.88,7046.22,3880.258333333333
327,Transportation,Office,40491.1,0.0,3374.258333333333
328,Education,Office,78816.5,0.0,6568.041666666667
329,Construction,Office,35508.74,0.0,2959.0616666666665
330,Education,Office,58569.5,0.0,4880.791666666667
331,Manufacturing,Office,36793.57,6161.08,3579.554166666667
332,Sales,Office,71068.08,0.0,5922.34
333,Business,Office,87240.85,0.0,7270.070833333334
334,Education,Office,42831.52,0.0,3569.293333333333
335,Sales,Office,32911.52,0.0,2742.6266666666666
336,Admin,Office,31581.87,5445.79,3085.638333333333
337,FoodService,Office,42716.1,0.0,3559.6749999999997
338,Manufacturing,Office,47550.9,0.0,3962.5750000000003
339,Technology,Hybrid,103301.87,0.0,8608.489166666666
340,Business,Remote,85794.35,0.0,7149.529166666667
341,Education,Hybrid,69312.32,0.0,5776.026666666668
342,Sales,Office,50483.2,0.0,4206.933333333333
343,Education,Office,57496.33,0.0,4791.360833333333
344,Manufacturing,Hybrid,45242.39,8979.24,4518.469166666667
345,Retail,Office,38426.21,0.0,3202.1841666666664
346,Manufacturing,Hybrid,34453.13,0.0,2871.0941666666663
347,Service,Office,34714.33,0.0,2892.8608333333336
348,Admin,Office,37442.42,0.0,3120.2016666666664
349,Technology,Hybrid,85872.86,0.0,7156.071666666667
350,Education,Hybrid,93361.42,0.0,7780.118333333333
351,Construction,Office,41372.85,6715.38,4007.3524999999995
352,Manufacturing,Office,53116.96,2927.07,4670.3358333333335
353,Healthcare,Office,41265.35,0.0,3438.7791666666667
354,Engineering,Hybrid,100099.88,0.0,8341.656666666668
355,FoodService,Office,16792.33,0.0,1399.3608333333334
356,Sales,Office,104178.72,0.0,8681.56
357,Education,Hybrid,78840.48,0.0,6570.04
358,Education,Hybrid,88678.08,0.0,7389.84
359,Construction,Office,43365.36,3504.58,3905.8283333333334
360,Sales,Hybrid,107961.4,0.0,8996.783333333333
361,Sales,Office,97123.95,0.0,8093.662499999999
362,Manufacturing,Office,50751.89,0.0,4229.324166666666
363,Admin,Office,33542.51,0.0,2795.209166666667
364,Technology,Remote,124413.9,0.0,10367.824999999999
365,Admin,Office,51537.94,0.0,4294.828333333334
366,Sales,Office,55343.95,0.0,4611.995833333333
367,PartTime,PartTime,27926.77,0.0,2327.2308333333335
368,Service,Office,33645.74,1859.91,2958.804166666667
369,Retail,Hybrid,37152.05,0.0,3096.004166666667
370,Business,Hybrid,86982.67,0.0,7248.555833333333
371,Engineering,Hybrid,93281.72,0.0,7773.4766666666665
372,Engineering,Office,55923.34,0.0,4660.278333333333
373,Construction,Hybrid,25455.37,0.0,2121.2808333333332
374,Sales,Office,75420.08,0.0,6285.006666666667
375,FoodService,Office,27139.15,0.0,2261.5958333333333
376,Retail,Office,21852.06,0.0,1821.005
377,Admin,Office,56430.62,0.0,4702.551666666667
378,Retail,Office,28776.16,0.0,2398.0133333333333
379,Admin,Office,49916.75,0.0,4159.729166666667
380,Retail,Office,29648.68,2327.04,2664.6433333333334
381,Admin,Office,43990.16,0.0,3665.846666666667
382,Construction,Office,58587.55,0.0,4882.295833333334
383,Research,Office,92595.86,0.0,7716.321666666667
384,Sales,Office,46584.81,2758.56,4111.947499999999
385,Healthcare,Office,56749.52,0.0,4729.126666666666
386,Retail,Office,44343.3,0.0,3695.275
387,Retail,Office,24571.53,0.0,2047.6274999999998
388,Legal,Office,95761.09,0.0,7980.090833333333
389,Manufacturing,Office,37094.29,0.0,3091.1908333333336
390,Retail,Office,38111.99,0.0,3175.9991666666665
391,PartTime,PartTime,22079.63,0.0,1839.9691666666668
392,FoodService,Office,32237.57,4037.52,3022.924166666666
393,Finance,Remote,97321.5,5277.84,8549.945
394,Admin,Office,37561.52,4540.69,3508.5175
395,Admin,Office,59013.93,0.0,4917.8275
396,Manufacturing,Office,41090.79,7594.65,4057.1200000000003
397,Transportation,Office,45227.2,7339.76,4380.58
398,Finance,Office,97225.97,0.0,8102.1641666666665
399,Education,Hybrid,56716.55,0.0,4726.379166666667
400,Retail,Office,25550.89,0.0,2129.2408333333333
401,FoodService,Office,20042.03,0.0,1670.1691666666666
402,Service,Office,49083.05,0.0,4090.254166666667
403,Manufacturing,Office,40641.44,7786.63,4035.6725
404,Transportation,Office,31043.81,0.0,2586.9841666666666
405,Healthcare,Office,54647.7,4590.24,4936.495
406,Manufacturing,Hybrid,33755.29,0.0,2812.9408333333336
407,Business,Office,68513.67,0.0,5709.4725
408,Engineering,Office,114539.05,0.0,9544.920833333334
409,Transportation,Office,34957.46,0.0,2913.1216666666664
410,Education,Office,54374.79,0.0,4531.2325
411,Healthcare,Office,57322.44,7432.59,5396.2525
412,Retired,Retired,39210.47252554113,3834.27,3587.0618771284276
413,Retired,Retired,40457.946339344926,0.0,3371.4955282787437
414,Finance,Hybrid,89360.67,11087.24,8370.659166666666
415,Admin,Office,62713.0,0.0,5226.083333333333
416,Sales,Hybrid,38369.14,0.0,3197.4283333333333
417,Manufacturing,Hybrid,42382.02,0.0,3531.8349999999996
418,Transportation,Office,25148.77,0.0,2095.7308333333335
419,Admin,Office,41873.25,5592.65,3955.491666666667
420,Education,Hybrid,80898.73,4484.05,7115.231666666667
421,Transportation,Office,47031.06,3997.1,4252.346666666666
422,Technology,Remote,128678.35,0.0,10723.195833333333
423,Manufacturing,Office,33645.1,0.0,2803.758333333333
424,Sales,Office,47087.26,0.0,3923.9383333333335
425,Admin,Office,34456.52,0.0,2871.3766666666666
426,Manufacturing,Office,45853.37,0.0,3821.1141666666667
427,Transportation,Hybrid,25550.51,0.0,2129.2091666666665
428,Transportation,Office,35164.84,5475.73,3386.714166666666
429,Healthcare,Office,82883.15,0.0,6906.929166666666
430,Engineering,Office,63164.09,10481.4,6137.124166666666
431,Admin,Office,33508.73,0.0,2792.394166666667
432,Manufacturing,Hybrid,56501.08,7651.25,5346.0275
433,Manufacturing,Office,44713.58,0.0,3726.1316666666667
434,Manufacturing,Hybrid,35151.88,0.0,2929.3233333333333
435,FoodService,Office,19334.41,1752.17,1757.2150000000001
436,Technology,Hybrid,139086.88,0.0,11590.573333333334
437,Retail,Office,18010.93,1994.94,1667.1558333333332
438,Retail,Office,41778.75,0.0,3481.5625
439,Construction,Office,37446.4,0.0,3120.5333333333333
440,Transportation,Hybrid,27941.42,0.0,2328.4516666666664
441,Technology,Hybrid,69831.81,0.0,5819.3175
442,Retired,Retired,48514.256639957624,0.0,4042.8547199964687
443,Manufacturing,Office,35696.53,0.0,2974.710833333333
444,Engineering,Office,123510.63,0.0,10292.5525
445,Retail,Office,30307.69,0.0,2525.6408333333334
446,Admin,Office,60130.14,0.0,5010.845
447,Retired,Retired,37128.05885537131,2391.25,3293.2757379476093
448,FoodService,Hybrid,36133.44,0.0,3011.1200000000003
449,Healthcare,Hybrid,86269.11,16647.95,8576.421666666667
450,FoodService,Hybrid,27723.37,0.0,2310.2808333333332
451,Manufacturing,Office,67108.4,0.0,5592.366666666666
452,Manufacturing,Office,46692.27,8418.69,4592.58
453,Retail,Office,37107.73,0.0,3092.3108333333334
454,Manufacturing,Office,46526.48,0.0,3877.206666666667
455,Education,Office,51808.46,0.0,4317.371666666667
456,Research,Office,100058.68,0.0,8338.223333333333
457,Healthcare,Office,43705.1,0.0,3642.0916666666667
458,Manufacturing,Office,49975.89,0.0,4164.6575
459,Construction,Office,25815.49,1544.81,2280.025
460,Admin,Office,29794.11,0.0,2482.8425
461,Service,Office,34814.25,0.0,2901.1875
462,Healthcare,Hybrid,45805.27,0.0,3817.105833333333
463,Business,Hybrid,117399.62,0.0,9783.301666666666
464,Retail,Office,34497.34,0.0,2874.778333333333
465,Retired,Retired,55932.34570902486,0.0,4661.028809085406
466,Healthcare,Hybrid,35543.18,0.0,2961.931666666667
467,Healthcare,Office,52005.5,0.0,4333.791666666667
468,Healthcare,Office,58203.7,0.0,4850.308333333333
469,Business,Office,81883.17,0.0,6823.5975
470,Retired,Retired,63854.1070034422,0.0,5321.175583620184
471,Education,Office,60375.97,0.0,5031.330833333333
472,Retired,Retired,64435.82083687023,0.0,5369.651736405853
473,Business,Remote,74153.34,0.0,6179.445
474,Healthcare,Office,65373.28,4901.27,5856.212500000001
475,Admin,Office,50760.69,0.0,4230.0575
476,Retired,Retired,26627.790893881138,0.0,2218.982574490095
477,Healthcare,Office,47251.22,0.0,3937.601666666667
478,Retail,Office,35963.59,0.0,2996.965833333333
479,PartTime,PartTime,25842.48,3544.66,2448.9283333333333
480,Healthcare,Office,44080.92,3740.91,3985.1525
481,Retail,Office,28133.25,0.0,2344.4375
482,Retail,Office,35654.51,0.0,2971.209166666667
483,Retail,Office,35404.81,0.0,2950.400833333333
484,Healthcare,Office,48310.9,0.0,4025.9083333333333
485,Retail,Office,42646.8,0.0,3553.9
486,Healthcare,Office,54671.2,0.0,4555.933333333333
487,Admin,Office,37427.8,0.0,3118.9833333333336
488,Finance,Remote,134003.22,25482.07,13290.440833333334
489,Retired,Retired,64308.599682685024,10504.08,6234.389973557085
490,Business,Hybrid,94831.46,0.0,7902.621666666667
491,Construction,Office,49884.27,0.0,4157.0225
492,Healthcare,Office,34078.96,0.0,2839.9133333333334
493,Sales,Hybrid,48785.9,0.0,4065.491666666667
494,Engineering,Office,101721.27,0.0,8476.772500000001
495,Business,Hybrid,60378.96,0.0,5031.58
496,Manufacturing,Office,43155.36,0.0,3596.28
497,Admin,Office,38170.25,0.0,3180.8541666666665
498,Business,Remote,102112.45,0.0,8509.370833333332
499,PartTime,PartTime,12808.94,0.0,1067.4116666666666
500,Retired,Retired,52737.88963593246,0.0,4394.824136327705
501,Healthcare,Office,34610.02,0.0,2884.168333333333
502,Finance,Hybrid,141647.51,0.0,11803.959166666667
503,FoodService,Office,20184.4,0.0,1682.0333333333335
504,Admin,Hybrid,41048.94,0.0,3420.7450000000003
505,Retail,Hybrid,35398.59,3221.05,3218.3033333333333
506,Finance,Remote,154909.77,0.0,12909.1475
