personID,ownsCar,carPayment,carInsurance,gas,publicTransit,carMaintenance
160,True,0.0,188.92,289.7,0.0,77.26
161,True,0.0,195.7,126.1,0.0,140.19
162,True,762.5,161.96,273.23,0.0,132.49
163,True,608.25,213.93,292.5,0.0,51.58
164,True,0.0,132.76,141.54,0.0,64.73
165,True,500.2,232.95,161.61,0.0,117.5
166,True,580.69,218.09,189.9,0.0,81.74
167,True,0.0,165.97,130.64,0.0,141.91
168,True,913.83,149.43,232.95,0.0,128.65
169,True,560.57,170.43,277.57,0.0,137.5
170,True,0.0,224.66,243.11,0.0,69.29
171,True,359.19,124.1,153.31,0.0,65.07
172,True,0.0,180.83,195.72,0.0,143.19
173,True,335.7,153.03,279.75,0.0,90.42
174,True,0.0,233.74,119.22,0.0,91.57
175,True,864.63,173.8,205.19,0.0,118.46
176,True,0.0,210.73,208.44,0.0,89.75
177,True,0.0,166.53,173.17,0.0,137.52
178,True,0.0,162.86,202.47,0.0,145.91
179,False,0.0,0.0,0.0,132.77,0.0
180,True,0.0,162.36,165.39,0.0,83.25
181,True,0.0,208.16,277.36,0.0,70.81
182,True,0.0,245.35,237.13,0.0,57.53
183,True,1064.79,147.06,251.81,0.0,71.44
184,True,1306.66,203.71,230.19,0.0,63.94
185,True,0.0,154.51,156.64,0.0,52.91
186,True,0.0,191.42,254.5,0.0,54.67
187,True,0.0,190.41,299.48,0.0,100.94
188,True,0.0,178.51,184.17,108.28,120.78
189,True,0.0,184.82,178.57,0.0,148.33
190,True,1072.3,234.43,79.91,0.0,65.57
191,True,985.42,131.52,171.23,0.0,119.82
192,True,0.0,227.94,288.92,0.0,105.4
193,True,0.0,180.1,251.33,0.0,97.81
194,True,0.0,163.37,219.96,0.0,122.18
195,True,504.86,143.03,201.7,0.0,73.87
196,True,0.0,225.92,150.38,0.0,81.13
197,True,0.0,196.97,276.42,0.0,88.46
198,True,1362.48,214.69,155.12,0.0,68.24
199,True,2012.21,160.95,142.84,0.0,97.86
200,False,0.0,0.0,0.0,135.14,0.0
201,True,688.27,171.08,247.54,0.0,63.19
202,False,0.0,0.0,0.0,110.5,0.0
203,False,0.0,0.0,0.0,146.3,0.0
204,True,0.0,238.77,153.84,0.0,81.81
205,True,0.0,244.95,171.13,0.0,61.32
206,True,0.0,216.18,176.14,0.0,53.59
207,True,0.0,217.43,149.0,0.0,85.52
208,False,0.0,0.0,0.0,146.04,0.0
209,True,366.72,210.27,167.55,169.12,111.76
210,True,0.0,196.34,289.86,0.0,65.19
211,True,802.79,197.36,164.4,0.0,149.35
212,False,0.0,0.0,0.0,84.7,0.0
213,True,547.08,245.29,154.28,0.0,77.43
214,False,0.0,0.0,0.0,108.24,0.0
215,True,801.53,217.62,236.87,0.0,52.27
216,True,0.0,205.19,109.16,0.0,52.8
217,True,0.0,144.58,171.16,0.0,116.66
218,False,0.0,0.0,0.0,138.92,0.0
219,True,0.0,247.02,47.7,0.0,116.99
220,True,1758.02,187.64,209.43,0.0,140.27
221,True,0.0,242.68,170.11,0.0,59.08
222,False,0.0,0.0,0.0,112.27,0.0
223,True,0.0,212.76,154.66,0.0,87.64
224,True,0.0,125.21,155.14,0.0,138.93
225,True,0.0,190.07,78.58,0.0,129.77
226,True,1966.91,236.05,65.65,0.0,73.34
227,True,0.0,105.18,108.94,0.0,139.0
228,True,428.86,232.67,285.27,0.0,118.08
229,True,0.0,199.74,257.22,0.0,76.43
230,True,0.0,125.79,152.79,0.0,54.48
231,True,0.0,168.57,152.7,0.0,99.74
232,True,525.0,123.92,227.83,0.0,121.31
233,True,338.44,120.22,137.54,0.0,76.86
234,True,619.14,236.54,228.41,124.03,66.87
235,True,521.56,217.32,214.87,140.82,57.53
236,True,551.76,157.63,172.52,0.0,134.2
237,True,0.0,134.78,171.12,0.0,55.47
238,True,1982.45,127.08,45.03,0.0,110.94
239,True,0.0,239.24,229.93,0.0,126.32
240,True,0.0,201.32,176.76,0.0,128.05
241,True,809.03,140.87,147.89,0.0,115.37
242,False,0.0,0.0,0.0,130.33,0.0
243,False,0.0,0.0,0.0,106.87,0.0
244,True,0.0,208.59,164.13,0.0,115.28
245,True,0.0,249.86,206.0,0.0,97.41
246,False,0.0,0.0,0.0,98.57,0.0
247,True,0.0,222.44,55.09,0.0,91.67
248,True,0.0,144.65,79.54,0.0,63.74
249,True,396.89,181.42,61.31,0.0,103.54
250,True,1352.66,216.76,288.73,194.16,57.1
251,True,0.0,131.52,53.99,0.0,96.82
252,True,1580.47,240.34,129.37,117.82,123.09
253,True,0.0,234.93,263.93,0.0,94.29
254,True,586.78,196.77,229.03,0.0,100.83
255,True,0.0,186.06,204.31,0.0,134.22
256,True,0.0,149.61,282.54,131.72,114.66
257,True,0.0,228.48,273.81,0.0,62.76
258,True,0.0,176.15,296.52,0.0,104.29
259,True,1730.46,195.31,151.28,0.0,86.46
260,True,311.81,142.11,155.21,0.0,70.68
261,True,0.0,147.8,198.67,0.0,114.8
262,True,0.0,198.52,65.97,0.0,88.65
263,True,986.57,184.22,108.47,0.0,126.73
264,True,408.85,226.05,246.89,0.0,108.65
265,True,0.0,227.86,109.06,0.0,60.43
266,True,0.0,247.6,172.53,0.0,85.03
267,False,0.0,0.0,0.0,103.26,0.0
268,True,249.99,247.78,255.58,0.0,76.98
269,True,0.0,179.4,183.93,0.0,65.0
270,True,0.0,243.54,191.88,0.0,130.02
271,True,0.0,167.51,256.5,0.0,87.85
272,True,0.0,198.99,273.62,0.0,111.33
273,True,658.85,226.82,275.91,0.0,138.2
274,True,0.0,238.79,240.15,0.0,104.3
275,True,557.48,188.1,173.28,0.0,75.81
276,True,1347.26,174.32,272.75,0.0,129.07
277,True,0.0,214.71,268.75,0.0,93.58
278,True,0.0,179.27,275.3,0.0,106.38
279,True,1064.71,207.33,173.65,0.0,140.21
280,False,0.0,0.0,0.0,147.59,0.0
281,True,797.23,224.55,252.65,0.0,98.93
282,True,0.0,229.35,294.04,0.0,83.47
283,True,258.41,153.06,188.41,0.0,122.74
284,True,0.0,194.29,157.34,0.0,63.35
285,True,448.54,123.25,120.71,0.0,141.37
286,True,0.0,223.71,52.28,0.0,141.55
287,True,725.36,136.26,222.79,0.0,107.94
288,True,0.0,233.32,284.24,135.92,65.43
289,True,0.0,172.89,155.8,0.0,95.21
290,True,0.0,141.74,298.45,0.0,92.33
291,True,0.0,223.46,265.81,0.0,79.83
292,True,218.88,146.04,203.97,0.0,67.51
293,True,0.0,171.27,128.33,0.0,76.37
294,True,0.0,193.69,138.64,0.0,105.55
295,True,344.85,166.8,281.32,0.0,118.57
296,True,0.0,143.27,152.69,0.0,147.96
297,True,0.0,172.79,232.24,0.0,71.58
298,False,0.0,0.0,0.0,132.58,0.0
299,False,0.0,0.0,0.0,148.44,0.0
300,True,0.0,138.75,158.41,0.0,70.4
301,True,0.0,213.49,167.34,0.0,61.7
302,True,762.5,142.3,253.6,0.0,143.9
303,True,531.85,182.71,185.15,0.0,88.18
304,True,0.0,192.85,103.33,0.0,142.4
305,True,0.0,242.86,174.64,0.0,138.94
306,True,0.0,107.83,72.52,0.0,54.4
307,True,0.0,240.96,265.47,0.0,77.98
308,False,0.0,0.0,0.0,130.12,0.0
309,True,1289.11,147.07,149.99,0.0,80.25
310,False,0.0,0.0,0.0,97.65,0.0
311,True,1515.02,229.32,158.81,0.0,77.73
312,True,0.0,131.76,205.47,0.0,92.53
313,True,0.0,248.53,166.97,0.0,99.93
314,True,959.59,180.76,108.32,0.0,125.82
315,False,0.0,0.0,0.0,89.3,0.0
316,True,0.0,128.18,111.23,0.0,76.77
317,True,268.47,147.83,207.4,0.0,79.87
318,False,0.0,0.0,0.0,114.66,0.0
319,True,0.0,191.31,189.34,122.76,109.86
320,True,1238.4,188.06,123.72,0.0,67.93
321,True,425.13,201.8,240.28,0.0,97.32
322,True,0.0,180.26,174.65,0.0,75.1
323,True,0.0,215.44,216.88,0.0,69.8
324,True,0.0,165.3,245.8,0.0,129.57
325,False,0.0,0.0,0.0,124.41,0.0
326,True,0.0,142.93,169.51,0.0,120.71
327,True,0.0,124.39,205.68,0.0,74.98
328,True,0.0,162.22,197.8,0.0,91.52
329,True,0.0,175.49,205.18,0.0,65.42
330,True,0.0,205.68,225.12,0.0,55.32
331,False,0.0,0.0,0.0,88.45,0.0
332,True,0.0,224.84,196.96,0.0,108.52
333,True,1100.65,151.21,187.57,0.0,86.36
334,True,0.0,184.12,206.3,0.0,70.73
335,True,0.0,150.39,266.67,0.0,61.46
336,False,0.0,0.0,0.0,90.76,0.0
337,True,0.0,243.65,187.92,0.0,118.0
338,True,0.0,204.18,276.69,121.97,77.15
339,True,0.0,208.13,122.81,0.0,140.74
340,False,0.0,0.0,0.0,142.11,0.0
341,True,1219.11,189.06,148.25,0.0,69.28
342,True,662.52,156.64,295.65,0.0,74.38
343,True,404.67,146.06,292.77,0.0,135.17
344,True,0.0,205.36,134.77,0.0,107.24
345,False,0.0,0.0,0.0,109.03,0.0
346,True,0.0,239.82,105.4,0.0,60.84
347,True,0.0,147.68,285.39,0.0,104.95
348,True,0.0,194.33,169.04,0.0,80.81
349,True,0.0,188.81,173.88,0.0,123.69
350,True,0.0,203.41,158.61,0.0,57.78
351,True,359.56,196.41,290.14,0.0,141.79
352,True,0.0,155.46,249.81,0.0,97.82
353,True,0.0,209.89,299.27,0.0,123.43
354,False,0.0,0.0,0.0,131.94,0.0
355,True,211.84,155.45,220.05,0.0,120.47
356,True,0.0,204.89,199.44,0.0,67.83
357,True,1623.82,158.99,131.46,0.0,138.01
358,True,1210.25,130.71,128.02,0.0,73.27
359,True,0.0,136.54,210.12,0.0,69.06
360,True,0.0,228.43,170.82,115.25,102.06
361,True,0.0,135.78,238.81,124.18,148.45
362,True,819.37,162.97,258.85,0.0,81.34
363,False,0.0,0.0,0.0,90.24,0.0
364,True,1240.98,157.39,51.51,0.0,146.45
365,True,0.0,127.52,298.48,0.0,93.51
366,True,0.0,197.94,192.11,0.0,133.47
367,True,350.82,179.88,173.85,151.62,103.0
368,True,0.0,249.0,266.73,0.0,70.53
369,False,0.0,0.0,0.0,132.93,0.0
370,True,1319.46,241.68,167.13,0.0,138.0
371,False,0.0,0.0,0.0,127.4,0.0
372,True,0.0,126.41,209.07,0.0,57.2
373,True,495.26,153.48,143.29,0.0,118.28
374,True,0.0,173.58,212.12,0.0,133.08
375,True,0.0,233.75,194.09,107.71,133.2
376,True,408.76,166.81,272.01,0.0,115.53
377,True,0.0,194.14,263.56,0.0,75.1
378,True,0.0,205.75,222.8,0.0,103.17
379,False,0.0,0.0,0.0,123.54,0.0
380,True,548.65,158.73,218.33,0.0,112.95
381,True,0.0,195.65,177.02,0.0,138.97
382,True,0.0,126.62,245.59,0.0,65.97
383,True,0.0,182.42,288.55,0.0,96.49
384,True,0.0,169.21,257.83,0.0,83.31
385,True,0.0,166.25,225.94,0.0,92.77
386,True,0.0,150.54,155.8,0.0,68.3
387,True,0.0,226.31,289.54,0.0,71.74
388,True,846.27,234.65,196.21,0.0,126.98
389,True,0.0,235.46,194.99,0.0,97.84
390,True,582.38,171.49,220.44,0.0,101.41
391,True,177.74,125.92,214.37,0.0,139.75
392,True,0.0,132.79,294.35,153.06,74.0
393,True,0.0,207.41,46.6,0.0,82.93
394,True,785.11,162.92,253.37,0.0,80.86
395,True,0.0,155.97,166.01,0.0,115.92
396,True,0.0,168.29,191.53,0.0,106.25
397,True,849.99,192.11,258.32,180.0,97.15
398,True,0.0,141.05,270.61,0.0,116.8
399,True,683.32,244.97,137.51,0.0,98.39
400,True,248.35,215.24,268.4,0.0,131.6
401,True,0.0,126.08,290.27,0.0,91.02
402,True,497.29,159.88,290.37,0.0,139.06
403,True,374.87,126.54,201.37,0.0,61.96
404,False,0.0,0.0,0.0,125.82,0.0
405,True,376.88,149.83,196.82,0.0,59.39
406,True,0.0,157.26,158.12,0.0,115.57
407,True,0.0,213.34,248.11,0.0,88.97
408,True,0.0,213.44,208.84,0.0,95.57
409,False,0.0,0.0,0.0,133.31,0.0
410,True,560.75,125.89,184.3,0.0,119.6
411,True,591.45,196.46,242.76,0.0,71.45
412,True,0.0,196.09,85.81,0.0,54.39
413,True,0.0,162.84,67.93,0.0,93.89
414,True,0.0,244.87,151.14,0.0,139.47
415,True,0.0,169.47,254.65,0.0,95.07
416,True,0.0,179.77,129.14,0.0,107.2
417,True,855.97,184.41,166.56,0.0,70.84
418,True,0.0,240.11,161.05,0.0,96.41
419,False,0.0,0.0,0.0,119.85,0.0
420,True,0.0,169.44,139.67,0.0,98.07
421,True,0.0,247.84,293.45,0.0,73.51
422,True,0.0,190.61,47.62,0.0,66.38
423,True,0.0,148.36,175.85,0.0,85.03
424,True,550.54,133.48,206.8,0.0,53.89
425,True,0.0,142.47,190.21,0.0,66.65
426,True,937.9,125.11,183.23,0.0,123.14
427,False,0.0,0.0,0.0,122.03,0.0
428,True,0.0,210.0,292.48,0.0,114.91
429,True,1654.57,187.2,201.73,0.0,81.28
430,True,0.0,215.93,158.98,0.0,105.12
431,True,0.0,221.69,284.97,0.0,132.94
432,True,858.69,241.08,135.86,168.15,133.91
433,True,778.41,135.21,260.39,0.0,115.44
434,True,401.95,144.19,129.39,0.0,62.41
435,True,0.0,191.28,290.28,0.0,66.29
436,True,0.0,136.84,123.02,0.0,79.17
437,True,235.26,132.05,249.41,0.0,117.07
438,True,0.0,206.62,273.65,0.0,75.8
439,True,0.0,214.21,185.69,0.0,96.44
440,True,381.07,229.64,164.12,0.0,132.55
441,True,501.92,239.05,163.38,0.0,139.18
442,True,333.15,144.25,117.85,0.0,133.85
443,True,297.19,247.38,288.42,0.0,61.64
444,True,1908.78,124.93,208.29,0.0,141.08
445,True,0.0,233.12,238.58,0.0,118.41
446,True,0.0,161.79,288.79,0.0,111.88
447,True,0.0,192.17,60.26,103.71,74.75
448,True,0.0,148.94,150.19,0.0,142.82
449,True,0.0,216.33,117.23,0.0,51.74
450,True,0.0,175.31,159.1,0.0,58.22
451,True,937.03,169.59,269.47,0.0,65.37
452,False,0.0,0.0,0.0,113.65,0.0
453,True,0.0,127.72,256.94,0.0,119.41
454,True,0.0,211.77,299.41,0.0,112.29
455,True,0.0,142.8,221.89,0.0,144.47
456,True,1570.01,180.19,234.2,0.0,84.9
457,False,0.0,0.0,0.0,118.87,0.0
458,True,0.0,138.37,211.35,0.0,84.76
459,True,518.93,198.58,296.1,0.0,116.95
460,True,0.0,150.04,288.41,0.0,67.42
461,False,0.0,0.0,0.0,145.12,0.0
462,True,652.6,197.27,178.93,0.0,96.4
463,True,0.0,243.06,178.79,0.0,51.54
464,True,0.0,239.72,284.32,0.0,109.2
465,True,1111.97,120.05,115.85,0.0,128.4
466,True,0.0,132.89,109.59,0.0,70.38
467,True,662.32,125.55,176.03,0.0,80.72
468,True,0.0,227.71,282.78,187.01,63.18
469,True,1126.74,152.41,259.02,0.0,111.57
470,False,0.0,0.0,0.0,136.02,0.0
471,True,0.0,156.91,281.25,0.0,106.4
472,True,1112.97,122.62,106.2,0.0,132.64
473,True,1168.48,229.21,45.58,0.0,147.03
474,True,0.0,247.26,287.48,179.97,148.36
475,True,723.11,218.17,265.68,0.0,60.72
476,True,0.0,182.36,94.25,0.0,105.31
477,True,0.0,200.67,229.85,0.0,128.97
478,True,400.75,188.74,236.07,0.0,115.9
479,True,0.0,172.16,208.56,0.0,139.7
480,True,692.61,124.65,270.48,0.0,94.17
481,True,482.48,127.98,286.35,0.0,92.71
482,True,306.53,209.35,187.94,0.0,52.61
483,True,0.0,163.56,155.71,0.0,51.56
484,True,725.68,183.55,180.44,0.0,119.26
485,True,921.96,221.66,263.6,0.0,97.15
486,True,0.0,195.03,280.26,0.0,116.02
487,True,495.04,224.68,202.28,0.0,73.82
488,True,2187.26,174.49,46.1,0.0,136.31
489,True,0.0,128.74,111.51,0.0,140.29
490,True,1210.27,150.53,117.17,0.0,116.23
491,False,0.0,0.0,0.0,88.87,0.0
492,True,0.0,137.12,186.28,0.0,77.78
493,False,0.0,0.0,0.0,94.23,0.0
494,False,0.0,0.0,0.0,117.35,0.0
495,True,450.88,124.78,107.41,0.0,71.62
496,True,337.78,126.91,286.55,0.0,112.55
497,True,0.0,155.23,199.01,0.0,144.08
498,True,1070.18,156.19,46.87,0.0,107.81
499,True,0.0,138.18,293.05,0.0,133.93
500,True,617.36,159.16,80.13,0.0,106.54
501,True,0.0,218.71,262.12,0.0,117.46
502,False,0.0,0.0,0.0,141.67,0.0
503,True,0.0,145.7,184.56,0.0,106.78
504,True,519.15,218.7,158.15,0.0,107.54
505,True,0.0,138.07,118.57,0.0,123.93
506,True,0.0,248.53,65.51,0.0,89.62
507,True,0.0,157.05,216.13,156.43,140.4
508,True,0.0,228.85,269.81,0.0,136.35
509,True,0.0,144.76,259.54,0.0,122.53
510,True,0.0,243.58,290.32,0.0,124.34
511,True,0.0,227.46,130.13,0.0,91.32
512,True,0.0,166.72,263.15,0.0,133.25
513,True,0.0,174.79,177.51,0.0,143.26
514,True,753.47,120.5,200.45,0.0,129.51
515,True,0.0,152.69,123.2,0.0,63.3
516,True,0.0,157.61,161.52,0.0,128.66
517,True,0.0,178.86,216.83,0.0,96.46
518,True,0.0,138.08,209.8,0.0,110.87
519,True,0.0,147.88,92.74,0.0,149.12
520,True,425.26,206.9,290.33,0.0,85.94
521,True,0.0,168.27,106.71,0.0,84.85
522,True,0.0,150.19,219.85,0.0,76.31
523,True,0.0,154.77,166.52,0.0,62.71
524,True,0.0,123.77,282.54,0.0,66.82
525,True,0.0,164.31,170.51,0.0,101.43
526,True,0.0,188.59,163.46,0.0,140.98
527,True,0.0,163.66,294.56,0.0,130.99
528,True,0.0,164.91,145.07,0.0,68.25
529,True,0.0,230.28,166.07,0.0,106.17
530,True,376.63,241.42,220.54,0.0,134.69
531,True,0.0,227.56,215.35,0.0,103.95
532,True,462.73,109.89,114.7,0.0,141.14
533,True,0.0,128.97,119.39,0.0,140.79
534,True,0.0,212.47,242.78,0.0,84.82
535,True,724.84,246.67,287.73,0.0,137.39
536,True,750.16,151.5,279.41,0.0,108.51
537,True,0.0,236.77,231.6,0.0,97.98
538,True,0.0,216.07,291.17,0.0,127.43
539,True,509.96,247.85,181.51,0.0,128.96
540,True,0.0,132.17,282.73,0.0,117.54
541,True,0.0,139.47,78.56,0.0,131.09
542,True,529.06,182.15,154.58,0.0,145.14
543,True,938.09,207.37,162.97,0.0,137.31
544,False,0.0,0.0,0.0,131.62,0.0
545,True,453.03,205.02,289.5,0.0,57.43
546,True,0.0,237.82,182.52,0.0,135.0
547,True,906.2,229.03,230.11,0.0,128.15
548,True,444.99,127.2,262.4,0.0,142.67
549,True,1016.59,183.25,199.74,0.0,123.96
550,True,0.0,172.92,172.04,0.0,137.79
551,True,0.0,249.63,208.84,0.0,51.02
552,False,0.0,0.0,0.0,112.54,0.0
553,True,0.0,175.54,218.49,0.0,147.78
554,False,0.0,0.0,0.0,91.73,0.0
555,True,452.39,208.74,261.33,0.0,69.09
556,True,785.82,156.98,179.8,0.0,136.42
557,True,0.0,199.9,272.27,0.0,142.96
558,True,0.0,146.86,225.33,0.0,50.22
559,True,0.0,198.47,285.58,0.0,141.37
560,False,0.0,0.0,0.0,87.64,0.0
561,True,0.0,232.86,234.87,0.0,132.92
562,True,0.0,122.5,135.75,0.0,142.24
563,True,0.0,185.6,193.02,0.0,67.69
564,True,869.69,247.71,108.5,0.0,127.74
565,False,0.0,0.0,0.0,127.76,0.0
566,True,1217.76,140.7,205.76,0.0,98.75
567,True,0.0,143.84,133.09,0.0,75.77
568,True,0.0,181.21,235.24,0.0,125.62
569,False,0.0,0.0,0.0,132.22,0.0
570,True,1073.11,233.23,278.98,0.0,97.33
571,True,833.43,193.16,219.57,0.0,139.99
572,True,0.0,186.13,197.14,0.0,121.07
573,True,390.88,131.28,280.99,0.0,63.91
574,True,0.0,245.06,260.09,0.0,75.08
575,True,435.57,165.13,196.05,0.0,76.45
576,True,566.8,152.73,175.04,0.0,84.41
577,True,1385.47,173.53,193.65,0.0,116.65
578,True,0.0,173.84,168.55,0.0,139.43
