personID,groceries,diningOut,coffee,alcohol
249,292.92,177.27,23.12,23.63
250,796.03,643.8,80.43,65.68
251,2112.23,916.26,54.25,31.46
252,1078.19,985.53,109.27,97.6
253,603.21,170.09,3.05,34.57
254,1605.41,667.75,117.26,52.81
255,321.77,298.36,7.34,51.5
256,732.03,520.56,21.53,122.95
257,962.64,133.95,14.04,57.92
258,1832.66,329.34,6.01,55.62
259,449.41,758.9,54.72,37.56
260,338.66,180.82,3.74,116.62
261,1434.9,209.24,17.75,93.46
262,504.63,127.66,10.44,39.67
263,368.76,507.47,27.47,63.06
264,773.89,238.23,22.84,74.92
265,391.08,303.4,11.9,47.58
266,543.39,131.96,2.11,46.36
267,313.91,298.58,18.89,136.63
268,965.96,331.32,2.23,73.51
269,1409.92,536.22,107.42,106.48
270,647.17,236.46,13.04,135.88
271,1038.58,318.59,18.0,20.38
272,1650.84,702.26,83.8,79.32
273,669.37,176.62,16.35,72.06
274,313.15,300.98,21.44,92.81
275,851.91,184.02,9.8,84.55
276,1429.76,328.39,89.59,144.84
277,972.46,301.6,19.05,57.21
278,291.17,341.3,4.16,37.85
279,689.14,415.41,23.64,122.05
280,1633.78,429.85,23.5,21.88
281,299.88,343.27,2.75,97.3
282,1309.16,213.8,21.35,30.07
283,931.73,191.22,22.28,114.56
284,306.84,194.52,96.6,65.62
285,570.72,150.92,17.32,90.41
286,364.24,490.56,17.18,68.21
287,310.21,307.66,5.95,98.85
288,1028.75,313.1,2.69,97.02
289,959.0,623.71,113.15,38.19
290,699.82,522.23,55.91,47.58
291,1250.55,297.78,113.95,157.09
292,507.21,86.52,2.88,149.88
293,531.75,134.3,11.96,43.2
294,1418.43,273.73,20.24,51.89
295,902.18,216.62,1.54,151.4
296,419.8,1243.87,2.35,94.43
297,524.52,146.75,11.31,40.13
298,898.79,216.62,3.95,147.45
299,671.25,550.9,9.75,75.39
300,1363.69,591.71,107.37,152.99
301,954.78,154.99,3.35,182.56
302,1037.13,172.69,4.69,144.41
303,648.55,322.59,11.46,137.53
304,401.76,497.44,85.26,101.05
305,1267.82,292.63,10.34,36.74
306,616.49,183.59,13.24,94.17
307,830.3,659.34,14.4,147.25
308,822.83,321.77,1.99,30.75
309,914.58,326.54,22.9,92.88
310,633.69,174.17,20.21,136.38
311,873.61,601.81,78.49,84.11
312,367.4,480.51,87.84,169.16
313,262.92,285.4,20.93,192.47
314,335.03,320.06,10.0,44.71
315,1057.89,139.5,14.81,57.63
316,481.43,470.37,51.04,46.77
317,1145.67,112.59,15.53,65.08
318,1547.57,537.09,8.35,136.09
319,961.61,193.69,111.65,51.55
320,870.09,518.65,119.66,143.05
321,608.99,197.7,6.35,97.05
322,339.1,292.02,4.89,114.45
323,1259.02,286.85,8.89,77.15
324,1075.25,511.64,46.11,58.1
325,279.31,110.6,9.72,58.59
326,1761.12,201.08,1.64,44.42
327,562.22,234.18,16.45,92.41
328,412.75,370.16,88.24,42.06
329,1330.71,250.4,2.58,140.1
330,1952.39,405.58,0.79,62.89
331,670.13,171.99,16.37,106.12
332,371.62,278.12,17.68,71.83
333,362.64,543.38,92.57,87.54
334,563.54,219.11,98.37,199.51
335,332.81,369.53,11.3,122.55
336,287.08,372.45,15.46,163.22
337,274.32,307.93,0.59,22.52
338,621.37,284.84,7.01,57.62
339,1986.84,522.14,75.81,42.67
340,1386.18,440.14,11.08,102.16
341,798.5,308.43,10.7,119.28
342,306.4,411.74,77.03,46.92
343,1175.91,422.24,44.22,79.6
344,759.42,186.29,46.61,53.52
345,809.01,345.51,1.19,57.22
346,729.23,199.73,18.46,35.86
347,671.98,175.83,17.38,90.96
348,271.97,256.72,3.84,74.91
349,1429.09,394.01,41.9,66.99
350,1872.21,613.54,10.58,72.94
351,1389.28,297.57,10.74,57.31
352,733.58,364.89,1.59,58.25
353,1064.15,261.24,20.03,40.61
354,2375.8,840.43,73.59,114.85
355,272.36,119.26,11.05,93.75
356,726.8,499.63,20.83,91.36
357,748.93,376.34,45.88,67.22
358,1296.66,462.74,6.86,33.12
359,600.27,300.7,7.72,47.97
360,1331.23,396.86,18.41,110.72
361,732.06,465.18,91.78,83.94
362,379.07,555.01,4.79,115.0
363,531.36,227.16,16.69,108.5
364,450.95,740.26,69.4,115.24
365,1364.81,410.82,22.17,88.26
366,352.0,509.77,67.23,62.34
367,292.4,121.2,13.96,20.59
368,574.66,202.63,8.28,23.97
369,1089.7,329.29,7.29,56.2
370,396.84,783.34,60.14,66.53
371,403.98,842.69,5.37,92.79
372,772.32,423.14,18.41,140.38
373,1339.05,88.94,5.64,164.95
374,746.28,316.26,10.98,48.76
375,804.34,176.56,19.93,136.26
376,744.85,128.78,0.31,137.61
377,372.22,271.65,3.72,79.43
378,311.59,225.92,9.39,73.28
379,581.65,298.17,11.88,71.44
380,1258.11,146.5,13.66,87.42
381,357.26,202.28,27.09,87.6
382,1197.7,357.11,7.93,93.31
383,791.53,719.71,6.66,49.37
384,1574.75,264.11,1.79,45.31
385,374.0,442.48,14.5,48.71
386,566.51,296.75,16.65,46.85
387,509.01,233.88,7.38,40.99
388,1193.7,1008.63,47.75,79.83
389,1695.71,198.88,11.02,87.41
390,1414.63,307.97,10.22,87.09
391,283.61,114.2,7.13,31.04
392,1069.73,169.25,5.52,31.51
393,1070.31,525.76,95.12,99.57
394,829.33,203.91,9.77,67.67
395,332.49,362.95,81.28,132.77
396,1346.55,178.19,22.02,87.05
397,278.95,269.03,5.81,81.99
398,1652.43,578.29,27.54,132.81
399,698.4,378.45,9.53,39.9
400,648.41,183.14,23.71,65.37
401,279.9,184.27,0.32,190.09
402,733.07,315.87,2.97,62.46
403,823.55,216.64,13.33,136.69
404,301.01,300.88,12.47,92.56
405,1073.54,663.64,4.29,38.44
406,565.48,204.36,24.77,93.24
407,1605.14,390.01,6.68,42.14
408,496.92,684.93,49.58,110.32
409,638.17,212.72,22.72,80.15
410,679.87,561.35,43.1,60.6
411,363.16,486.26,60.63,77.44
412,290.56,214.44,9.61,38.77
413,552.58,203.56,11.74,76.46
414,1282.39,502.9,59.35,134.28
415,351.03,516.46,72.73,122.1
416,634.72,270.31,6.4,95.94
417,903.35,288.09,22.27,131.21
418,517.52,116.08,2.99,132.7
419,722.56,251.58,3.5,89.49
420,913.54,501.19,31.64,88.39
421,300.6,133.88,1.22,91.37
422,1347.54,896.18,8.18,20.68
423,569.5,348.53,5.09,182.04
424,1433.55,222.34,118.61,36.66
425,276.96,315.28,22.56,94.9
426,1846.89,334.05,6.37,96.52
427,273.6,68.05,1.91,59.32
428,308.58,180.46,8.21,90.06
429,1786.67,835.65,57.74,124.59
430,628.89,343.31,2.69,122.63
431,1092.28,316.31,4.3,175.59
432,737.05,353.41,10.79,85.4
433,1741.53,353.21,17.88,69.53
434,337.76,245.92,13.19,59.69
435,1128.61,249.41,18.33,138.83
436,2313.24,575.89,39.68,124.25
437,591.63,141.87,22.26,189.07
438,562.43,182.47,23.99,22.97
439,567.78,174.37,20.52,78.5
440,993.79,223.63,18.0,152.54
441,717.55,589.67,119.89,118.68
442,291.8,121.61,5.27,21.21
443,1677.79,255.23,10.29,101.36
444,1945.12,704.94,16.28,135.33
445,613.65,154.15,24.77,95.57
446,729.04,444.38,5.54,99.41
447,643.81,230.06,14.09,29.23
448,684.9,219.31,8.13,36.23
449,1176.08,422.22,1.18,126.77
450,337.76,198.2,6.91,153.22
451,1673.9,484.44,19.42,80.28
452,1262.63,263.14,20.84,73.67
453,307.75,232.42,22.86,56.79
454,706.98,209.52,9.46,82.28
455,653.15,561.41,86.87,116.78
456,1263.32,821.6,25.39,112.62
457,352.35,399.11,87.6,180.85
458,1138.27,311.4,29.99,71.33
459,311.67,144.32,18.46,165.17
460,552.32,152.61,1.71,117.95
461,267.24,353.3,22.3,142.71
462,358.37,257.93,11.95,129.39
463,997.98,661.8,47.41,43.89
464,903.27,312.93,20.09,130.62
465,727.27,395.72,22.46,36.43
466,1109.35,168.53,17.14,80.71
467,1149.26,649.84,118.95,63.04
468,686.26,513.25,13.94,21.3
469,1580.75,965.95,21.63,31.42
470,358.4,228.23,85.07,35.63
471,353.35,656.2,118.38,146.92
472,772.3,351.56,1.08,62.02
473,374.28,354.05,58.75,97.8
474,1208.41,378.39,69.21,55.52
475,1263.17,304.58,9.13,111.09
476,298.73,91.24,23.43,54.46
477,563.87,231.7,84.59,88.87
478,303.7,297.31,15.66,135.62
479,627.17,106.49,10.64,52.85
480,904.39,343.35,15.87,70.17
481,556.78,160.02,2.24,98.23
482,317.34,309.86,12.55,72.72
483,793.45,317.32,8.26,64.9
484,315.54,157.44,5.05,137.99
485,1030.54,319.06,0.94,78.62
486,711.15,302.6,19.52,32.12
487,623.08,224.82,3.03,114.85
488,2123.13,878.52,53.45,64.7
489,659.19,293.21,6.33,60.99
490,489.09,674.06,88.15,71.41
491,757.81,238.73,20.47,31.85
492,541.79,233.22,20.37,124.53
493,300.42,333.51,83.42,86.15
494,1144.97,655.94,20.7,95.03
495,1037.57,455.17,2.64,46.49
496,1351.17,195.65,80.62,82.46
497,1560.54,229.91,18.22,89.07
498,2112.11,746.17,23.5,56.16
499,526.56,97.28,17.82,34.11
500,689.14,386.19,2.93,28.37
501,807.19,224.08,20.85,51.52
502,1241.48,619.08,9.34,68.45
503,808.97,213.44,10.22,135.42
504,1427.17,157.81,13.84,69.97
505,573.76,268.54,24.82,95.94
506,919.73,922.06,25.13,131.36
507,681.44,320.05,5.14,38.93
508,534.48,120.36,12.64,98.09
509,589.78,492.64,14.07,37.55
510,435.69,672.27,36.69,59.39
511,1823.96,651.91,83.0,145.65
512,760.55,734.55,14.59,70.03
513,1093.69,224.98,19.61,33.36
514,985.47,320.69,13.03,52.58
515,473.7,653.51,8.56,84.94
516,684.75,465.08,43.92,162.26
517,1220.7,295.2,10.96,140.44
518,1370.72,418.1,7.63,88.54
519,404.18,323.09,22.06,17.17
520,304.07,283.52,10.75,144.12
521,1013.05,272.81,0.42,118.27
522,588.66,145.04,57.23,120.98
523,494.04,65.74,9.81,63.99
524,580.87,481.49,20.04,49.88
525,1604.44,311.54,21.32,40.17
526,1419.97,301.45,15.93,86.47
527,1102.42,330.98,19.6,126.59
528,1585.04,708.51,50.8,67.32
529,874.74,382.66,26.82,183.48
530,1359.39,239.55,21.99,31.7
531,745.59,313.27,24.09,23.97
532,602.78,227.45,0.14,35.14
533,745.58,238.52,10.4,56.46
534,681.55,541.37,19.61,130.28
535,1977.05,275.08,2.72,31.04
536,936.63,136.8,11.61,31.25
537,865.31,464.34,12.36,27.64
538,1104.5,312.76,19.9,124.49
539,839.91,162.12,54.36,69.62
540,633.98,172.28,21.45,100.0
541,615.12,122.0,20.87,94.01
542,1122.13,440.45,16.66,106.88
543,1671.22,528.3,97.6,141.66
544,367.27,651.98,53.81,58.71
545,958.64,162.49,20.98,119.02
546,914.13,286.57,0.77,41.25
547,982.49,448.69,16.57,149.76
548,341.7,254.53,9.42,81.74
549,408.41,570.51,39.94,33.8
550,1168.65,497.13,2.77,26.75
551,459.45,1171.89,4.9,142.88
552,1000.3,122.39,18.03,82.78
553,612.16,547.88,13.93,126.1
554,1082.98,338.33,9.36,33.86
555,333.87,269.3,22.86,79.93
556,1409.54,208.32,101.36,33.24
557,882.19,245.24,18.49,92.68
558,372.93,930.56,26.75,124.68
559,689.03,318.5,11.43,51.38
560,921.29,747.62,14.38,46.93
561,410.58,617.85,0.62,147.99
562,1706.29,492.38,4.86,36.43
563,539.97,297.22,10.36,152.52
564,1546.53,503.0,6.39,168.66
565,1253.75,248.21,111.66,63.35
566,1165.2,996.74,3.37,78.84
567,832.94,897.68,5.66,40.08
568,885.14,72.79,16.44,73.14
569,1135.36,426.96,15.49,47.81
570,1331.39,492.92,91.97,33.59
571,640.44,294.8,14.19,61.68
572,744.18,288.57,7.65,94.21
573,642.5,178.05,15.66,111.23
574,1512.29,618.34,61.09,31.77
575,288.41,274.44,8.21,61.44
576,916.09,310.5,1.2,47.86
577,853.66,877.57,106.93,197.72
578,648.38,419.87,6.46,95.89
579,439.21,971.46,85.22,112.38
580,1128.25,588.17,83.47,32.2
581,923.28,644.36,5.53,47.65
582,725.48,367.16,22.3,47.99
583,1164.49,150.8,14.03,102.21
584,525.22,329.39,19.48,57.95
585,1273.17,233.83,14.98,42.98
586,1529.17,990.14,85.97,73.95
587,341.29,299.57,10.65,181.5
588,369.23,410.07,85.23,130.85
589,440.63,514.22,21.75,93.75
590,312.44,109.48,13.69,40.68
591,1261.25,105.65,20.27,77.15
592,851.35,732.91,6.35,80.04
593,334.71,562.77,2.13,120.89
594,2237.51,760.94,18.37,88.21
595,714.0,255.15,11.11,57.68
596,1784.26,656.69,102.2,63.38
597,336.4,166.48,18.06,60.01
598,606.24,161.11,10.36,110.62
599,1010.93,692.44,44.94,115.67
600,309.49,250.2,20.89,194.26
601,282.99,494.55,116.24,137.95
602,1020.9,192.76,16.27,100.28
603,315.6,519.42,16.9,103.33
604,343.22,383.28,29.97,108.72
605,273.42,352.42,20.04,195.97
606,1255.55,754.73,55.6,140.01
607,238.9,247.75,18.83,35.08
608,571.86,356.78,21.98,74.65
609,887.39,425.35,13.07,78.13
610,255.09,77.7,23.09,62.3
611,610.21,353.67,13.96,116.11
612,300.34,229.47,5.42,56.06
613,393.49,1265.77,10.54,123.23
614,527.47,147.2,4.35,186.55
615,349.39,323.85,17.19,62.22
616,306.94,142.81,21.06,40.57
617,290.76,145.17,5.22,130.38
618,1464.72,520.3,4.37,51.35
619,2600.03,726.85,74.37,48.09
620,1513.7,277.33,10.0,62.81
621,1852.12,1032.19,105.16,144.21
622,1801.51,521.27,108.42,86.27
623,1152.49,356.32,6.36,31.22
624,1734.53,649.67,110.7,43.22
625,1431.22,329.02,8.74,77.85
626,352.83,597.98,10.71,50.28
627,1481.29,800.57,101.66,68.79
628,614.88,225.15,22.96,89.69
629,821.01,598.07,11.42,153.27
630,1814.5,744.94,52.49,106.31
631,649.07,341.17,21.06,77.19
632,608.15,137.07,3.25,81.7
633,771.88,177.56,6.53,149.82
634,1360.24,741.98,61.56,69.98
635,337.67,540.37,86.33,150.17
636,953.29,301.23,7.11,54.23
637,588.56,195.7,20.07,41.82
638,2231.95,1122.61,78.52,146.54
639,536.78,162.31,5.79,54.45
640,973.31,141.34,23.14,42.32
641,275.18,393.68,23.81,122.43
642,684.55,184.83,9.19,113.57
643,1075.45,323.31,19.71,30.05
644,596.03,527.35,6.35,77.92
645,240.96,152.27,2.04,120.42
646,702.08,214.21,4.83,59.46
647,1814.62,483.06,3.91,78.18
648,619.31,265.06,19.8,48.37
649,1490.54,150.21,7.96,77.02
650,1309.14,210.02,26.98,106.5
651,1513.05,152.53,19.7,54.95
652,703.5,254.38,13.43,102.34
653,845.62,132.41,0.12,120.33
654,318.41,479.76,77.01,30.08
655,748.6,473.67,117.85,121.52
656,322.35,362.97,8.82,88.98
657,1072.0,357.97,99.75,111.33
658,314.87,368.62,98.67,110.3
659,684.12,161.47,8.37,97.88
660,1641.36,990.88,66.06,56.73
661,1345.62,147.56,4.1,62.89
662,701.09,217.74,24.24,33.64
663,1126.69,707.43,86.87,33.18
664,1823.83,921.57,93.32,79.99
665,597.36,252.54,24.95,154.02
666,1073.41,246.47,78.02,30.28
667,844.49,574.85,57.18,118.67
668,1450.62,956.73,100.33,81.72
669,848.12,793.12,14.67,88.43
670,615.79,461.04,56.46,56.64
671,1573.12,570.09,0.4,79.69
672,1103.42,407.65,14.57,60.47
673,366.68,446.28,86.56,196.82
674,362.36,156.42,19.77,104.34
675,789.64,242.27,21.86,105.67
676,960.01,142.01,10.81,59.85
677,277.44,272.57,16.0,55.4
678,1744.97,842.03,70.89,134.55
679,513.92,149.71,19.73,83.28
680,561.66,237.73,8.46,23.77
681,1548.15,867.82,11.39,55.37
682,550.12,495.2,69.22,92.08
683,359.15,415.49,72.62,33.94
684,325.46,231.95,17.72,83.76
685,550.75,261.85,14.11,90.43
686,376.03,408.37,4.29,33.4
687,509.57,330.59,12.09,129.37
688,1526.8,311.0,17.69,130.63
689,313.71,241.46,10.93,20.22
690,1784.51,544.07,72.06,139.09
691,1593.11,101.67,24.46,115.86
692,2351.21,645.77,1.3,142.8
693,685.22,271.28,21.44,141.5
694,854.28,458.88,66.62,59.8
695,859.47,524.26,112.5,127.64
696,1370.39,435.36,23.37,88.72
697,1529.81,451.44,3.18,115.1
698,2018.03,741.48,84.62,99.83
699,814.46,263.69,13.73,145.68
700,998.3,318.35,5.94,90.56
701,1014.96,1097.19,38.73,74.83
702,643.04,390.86,91.19,198.81
703,1191.34,484.86,64.47,101.26
704,568.36,208.36,14.97,111.41
705,284.98,180.64,19.76,103.07
706,320.3,223.85,10.02,45.38
707,1448.28,718.65,92.2,136.7
708,2117.14,686.0,8.41,34.15
709,1293.87,416.7,85.73,74.71
710,1040.63,530.55,5.48,37.87
711,693.23,466.84,12.82,41.93
712,329.99,181.98,17.44,140.1
713,290.52,349.64,101.7,107.41
714,806.86,168.54,109.61,139.45
715,820.9,273.91,7.96,96.87
716,974.57,795.7,77.06,98.97
717,1197.9,152.84,0.25,70.85
718,320.52,81.44,23.77,77.69
719,265.2,161.02,1.84,179.48
720,1419.99,793.04,3.03,48.37
721,747.71,464.72,7.02,43.7
722,2075.11,1085.49,4.21,50.76
723,862.27,136.29,2.43,155.96
724,1183.47,350.28,18.01,85.48
725,495.75,1106.5,61.15,76.66
726,625.2,163.75,20.87,20.07
727,1035.22,267.88,2.18,186.18
728,1338.62,469.26,20.27,77.87
729,2827.15,942.12,10.25,136.28
730,642.35,560.17,11.78,135.31
731,498.42,1112.04,26.94,88.98
732,536.84,204.59,17.84,80.38
733,1050.06,150.12,0.02,131.74
734,967.52,435.33,2.36,35.26
735,307.16,196.99,54.44,127.41
736,977.26,256.1,12.78,60.03
737,872.93,735.36,71.16,72.66
738,322.5,197.12,13.37,33.71
739,338.0,527.89,65.04,57.02
740,612.09,206.4,5.22,125.49
741,1106.28,206.96,97.14,133.67
742,1407.38,258.2,108.1,145.57
743,355.96,548.09,5.05,31.72
744,356.92,202.61,12.8,91.84
745,579.64,556.56,79.34,140.06
746,1070.39,307.25,2.46,37.63
747,307.61,132.63,19.42,59.07
748,2294.03,584.13,31.01,95.12
749,264.61,168.07,14.16,65.67
750,411.43,738.66,1.82,53.02
751,253.92,208.58,9.37,127.86
752,293.29,222.81,11.99,92.93
753,1353.36,306.17,12.57,100.08
754,1897.5,510.65,90.62,124.22
755,569.83,120.34,2.35,166.14
756,403.18,444.42,60.44,50.85
757,321.09,433.62,18.77,124.56
758,811.94,1045.14,79.27,129.43
759,1612.97,500.68,10.13,53.94
