age,gender,raceEthnicity,education,region,householdType,householdSize,career,workArrangement,annualIncome,sideHustleIncome,monthlyIncome,housingStatus,housingCost,propertyTax,hoaFees,homeInsurance,utilities,internet,phone,ownsCar,carPayment,carInsurance,gas,publicTransit,carMaintenance,healthInsurance,oopMedical,dentalVision,lifeInsurance,studentLoans,ccPayment,personalLoans,medicalDebt,groceries,diningOut,coffee,alcohol,streaming,musicStreaming,gaming,gym,otherSubscriptions,clothing,personalCare,householdSupplies,childcare,petExpenses,entertainment,hobbies,travel,gifts,donations,retirement401k,iraContribution,emergencyFundContributions,generalSavings,investmentContributions,contributions529,totalExpenses,totalSavingsInvestments,monthlyCashFlow,housingRatio,debtToIncome,savingsInvestmentsRate,carPaymentRatio,monthsSaved,financialHealth,ageCategory
25,Female,White,Master's,South,Single,2,Retail,Remote,16571.03950321585,89.46527666547586,10821.99963201861,Rent,2574.8814547188535,108.68573109904158,1.058631241040036,76.38459431428127,300.5025523596699,122.5973290425843,34.92979299796299,True,-20.942873138154425,210.95187393652037,-13.6541051592513,-1.7510663928025478,86.60841106514476,508.6817624435803,273.53732250953453,2.0730992392510705,66.20787209210545,-2.864357096128325,1776.7354978580124,-3.3712079143469307,-2.7923825250169445,1586.9155656449796,488.8920198144526,21.899103143862522,64.48956991316567,22.28045275097899,-0.028761581272043917,0.9643288529937826,-0.5162728077562706,-0.8755267297373266,107.76612646204259,233.13795006463022,123.16665859320625,-36.17391626667144,174.35882041374424,43.58490044014554,70.03626600022909,184.108918425684,140.7553060670736,-0.19294455314490772,-6.097981509497588,5.113467402834467,-13.784902010388844,6.4557376859852695,-1.1960020021296254,-4.1593896829710015,5595.961126339348,3147.4020866373203,-4544.367548319455,43.650125735521655,2.5754813403406422,12.534519477170072,0.5006491321889408,2.199914242821649,FinanciallyDistressed,35-40
29,Male,White,Bachelor's,Midwest,SmallFamily,2,Manufacturing,Retired,73791.90732338084,122.62714379485502,2117.771450346217,Rent,1078.0319363863696,-5.113760997082809,-0.5653332449884775,133.62023111627286,227.06699372209226,116.01584769269508,38.59928235701288,True,-21.56759942040066,115.71626370725332,-36.03138628606071,-0.030818591902859654,106.90449899138895,-6.988111803331549,135.47259190456435,44.36673961764385,-3.23207961793124,0.24915901979763225,705.6188198559695,-0.3245712051591906,1.0609914211442864,259.8964577634793,442.542947689813,24.30524146208942,22.03929090289297,39.986569601072006,-0.08994425759131035,-0.02383538106682672,-1.3849675887874742,0.5920248474306307,336.4176781575079,30.863842719965007,42.42009433018896,-21.62929523256983,-1.7838261193610767,25.94037713897782,9.303463854785688,105.55546338440388,88.33939158956761,2.9497715042951205,15.901766658230189,4.591226751693993,-9.20442978674851,3.964045172286117,4.685562913356393,-2.55987268727008,3416.0509471805267,533.8372622012874,-5196.081566701768,75.71094108025326,-0.6711263599516316,0.4686017949718346,0.479607056413495,6.496422388241057,FinanciallyStable,30-35
58,Female,White,High School,South,Other,2,Technology,PartTime,32610.32125337474,-21.3814443728512,4762.739194678321,Rent,1565.0295104751744,221.7770567644231,-2.5487214412176096,18.535825428411755,141.07779388616106,77.49720476722226,127.43447818163688,False,905.9948233789091,122.78627286562306,85.38065895723787,-1.5111415383491973,132.1218980847731,189.38862762073734,248.44667176599842,2.058238389007953,-1.4434588467935927,3.0998966632335447,502.57782554585594,-0.5744058610054794,118.25377968150596,404.0011499042669,279.4605600958164,30.863020142160618,119.28013453539796,48.84320494819786,-0.48410598594084364,-0.41358537865798195,-0.8587437413656746,-0.2913937368089364,283.1329599106249,84.76671403794938,112.86351560098743,-11.49449191762775,109.56179202092693,85.20976228787606,100.66118595850989,24.14786324113472,91.3743317778146,0.6524530155951348,11.452010288385834,-3.7646822800268276,130.2154274243801,5.909912099484696,4.973007347217039,-2.672255155464869,14322.410010508645,1180.4713015964228,1715.5291886341147,35.37670320992845,10.253206123647757,18.801102641141743,0.18487821144729588,2.1423458029408056,FinanciallyVulnerable,65-70
69,Male,White,Some College/Associate's,West,Roommates,1,FoodService,Office,42118.045527963855,73.47888343468483,4075.9705366066123,Rent,3632.6697600938746,71.01745688198874,-1.647979042829366,85.16721791806617,190.48966843938865,125.30402227286048,154.92251001289085,True,588.7133591651863,150.66528814394087,90.8282605246763,0.06794335601474955,109.72936621372027,407.4741234358395,54.75850910842243,2.3320173936946516,0.001103306625316357,-5.9016360271203405,576.5994090016385,2.5843524856699256,-3.3201409079861053,497.8498302586861,678.8318668645887,128.61121116050742,23.203895100641624,22.872933072750268,0.6852946496784345,0.21808614205989454,0.26266696122174954,-0.8870958831823048,216.51498992936538,144.1129366305502,52.257958681369345,-6.429114231352868,-0.9393571530800474,28.27578924185473,144.25991644697854,202.24253366827554,98.63840114889832,2.3337916156197243,15.049318924189066,6.845339070833993,-14.493283625595758,-0.06260663708955375,9.43182369989389,-1.8537682105751883,6834.593103227421,450.9177985990592,-1238.170268363754,22.376793627649793,28.924590988521746,8.411848802524675,0.6593123168266033,2.1634025220994353,FinanciallyStable,35-40
73,Female,Hispanic/Latino,Some College/Associate's,Midwest,Single,2,Manufacturing,Remote,12634.5524845197,-23.29110444009856,4805.591536851495,Rent,1889.6836431689485,133.0691365879767,-2.664756218019412,30.489123335855492,240.47625789983738,97.32029262480052,225.2727041342281,True,1034.193989815025,211.1625547153053,259.9768081562997,-2.425994753889785,87.2489931626717,457.00202922015893,138.62253490090922,69.84846812768676,-2.998240686947386,-3.692352681773415,360.37634418001414,-3.674212349029763,-0.9601078065944849,872.6644288696373,493.4420010182572,13.599546896099177,106.43637021429913,27.474456723800348,-0.08109863678198703,58.150772724753786,-0.370533387548736,-0.6407737413548202,208.15741607236464,47.111558179798,68.71033161542013,1239.7526169679438,177.47355705225857,66.17937697754417,75.86633561005404,132.01941893532094,102.59392366739668,2.8418768924186715,11.245039280700158,5.01497911018447,2.5639924325424555,8.510812602940035,8.462827438516518,-4.622738433957062,2872.3062626307205,509.88186200197595,1435.858024672154,38.95547654907909,30.54682629729709,21.042107491695205,28.36404929605398,4.167960887590745,FinanciallyDistressed,40-45
35,Female,Hispanic/Latino,Some College/Associate's,Midwest,Single,3,Technology,Office,24918.113307388834,199.0318060845003,14792.23367188346,Rent,3164.81398731061,128.16156251227713,3.0147791991872537,23.60915663729151,178.84794487948213,89.1191116249737,197.85720313955937,True,202.13525422107406,204.5829723593009,160.34541593918868,1.3680530519251146,150.4411404373679,325.76896280981924,245.0651848199766,83.68986039646404,1.2121059277255775,-6.043927468121418,413.0636281024541,7.720181297207922,-0.6352452240507257,311.1459502752215,400.68893194776035,104.76198369095692,99.55675050408702,40.144498944496014,0.3787469486727438,0.31612553119387776,-0.8933845859389099,0.4726240474537742,307.281026362078,153.0987336218378,181.8983490061062,-7.888554781863508,156.16340686147956,128.7575785480558,1.1296268394660345,-11.672146251448066,37.405841576166175,1.5506380548174836,0.8096863593028625,6.417153179418243,-0.8539185406569612,8.153985317874152,13.66832432780408,-1.0705506697596519,10894.450653774342,3352.6504518121574,726.7748251512521,106.78545416935071,3.1040525905790073,2.1030117876694847,0.18887157412552705,3.832839693625834,FinanciallyVulnerable,25-30
47,Female,White,High School,South,DINKS,1,Technology,Office,49587.842477770544,168.96669320103297,9253.462190686825,Rent,3460.9462176663164,-6.033111699026126,-2.68973914165232,25.85136706996834,195.2871663468249,56.37927070635863,116.1540088028071,True,2.1782426575938807,203.8399501252076,16.77855207885719,-0.21849301307382782,130.64789214498734,439.4223984531138,71.78448060488844,78.28484465095558,66.4536513043171,-10.749866422551195,329.31502210401857,-1.5467316166777214,1.0010379790261537,424.7244976126493,1395.5039654797422,21.320205920085325,12.249882468560347,49.52610899460584,0.012555976196403093,22.34809597712328,-1.1481361662508083,-0.4650968602241411,52.57171455211881,1.3947859497869501,68.39882797653641,-6.502921808367674,0.5948245410405697,88.99260270316634,-1.436720434355335,121.17132054093511,150.19777127745897,-0.3346850193617717,11.773840575536251,3.368273554529225,-7.917099016636369,8.619713645929016,14.218763909280286,-2.647207124739642,12042.46685043473,2664.8066042114833,-2746.732377991118,20.394555748371413,28.109441801069813,14.154505534283267,27.14662026351664,6.24709304503147,FinanciallyStable,25-30
40,Female,Black/African American,Some College/Associate's,Midwest,Roommates,2,Retail,Retired,12575.336034735545,68.8428108350918,4854.784995529367,Rent,2851.7488209099915,141.97736698396957,1.0629050056877143,166.05256110642242,227.02919315903776,122.0535047346493,98.63569024251643,True,-10.2722641154555,123.53064241266337,135.0313358327709,-1.0746645468191869,127.35888269175987,97.92268045402456,151.13185844952142,36.09274483948104,-1.1101630435066407,1.3973035501765876,50.4170087388526,-0.3999419469835983,-2.887092123656852,931.5177691035559,721.2581307748137,8.42104459376168,79.73900018434975,27.203166201540128,0.007706070329924033,-0.15067701238131628,39.398052559555666,-0.8482817050660252,170.94705111486496,224.6386141236425,74.95113222051353,-32.23337626919559,48.42266296236858,114.24831388134473,-0.7564283448564247,105.56324037560941,63.94720155505316,-1.623051362079415,4.59052459386337,5.7370608042290545,-12.844765132090396,191.67798888096263,6.154067951466567,-0.01322919733289731,2856.1233211283025,70.40586684241352,-1817.7312155473962,55.521562565719236,0.7642707986136471,14.559648431027432,0.35832487021615017,1.8990287386914333,FinanciallyVulnerable,25-30
44,Female,Hispanic/Latino,High School,West,SmallFamily,5,Admin,Office,27981.690134616576,69.22362956225977,3272.6378840630346,Own,1562.8772909202812,305.3168920847647,2.6660476504208357,17.37604036291846,164.10642669995093,116.41658286284742,168.11758258695178,False,-26.750977241774986,107.72865884717464,8.098753415848584,-1.3129429266667403,57.947432264022545,88.53300689690367,106.4370470982185,53.97547067508778,-2.137954943881387,4.271877446013981,1288.0283453700501,2.734757365824296,-0.24023919621175677,766.6215188887329,439.3118183025705,7.046424357539477,122.28624832641744,28.501495597199963,-0.3564401929274778,0.5448678399252153,-1.05998376752374,-0.20175282427433047,37.182184565965315,84.15365225850208,51.983206251312055,-24.130448149462524,49.86740397693845,135.49637063018224,30.704010059626924,166.59128846056035,118.55803205193759,-1.7573787910125394,5.402762511669548,6.974260754059771,167.65168382675034,1.8946503128419936,0.29389512189166683,-3.013217229173914,5679.281056173593,2669.6967791961215,-1065.8161089472655,91.95741382106885,7.8623900556296284,26.607722824911615,13.561046946945194,3.737678985322702,FinanciallyDistressed,25-30
49,Male,Asian,Some College/Associate's,South,DINKS,3,Education,Office,71501.86104263968,103.74622517369103,7088.572233788176,Rent,1720.23594844214,107.70028060472121,3.9046937627132894,14.470266209244453,174.13419742305993,75.05191984299361,337.60674361980296,True,-6.75217129652496,225.61698613959638,-7.494715684323179,-1.9329780389414284,100.93803048830242,168.90657083589068,261.7745881268036,2.450981791920281,5.378962518981403,0.9041352739924738,133.93366013457006,1.4339729967293384,3.5780425429663114,331.60534421548937,202.64559662114817,24.781198779879958,147.64550833598892,32.13351906449806,-0.28246323062016104,-0.342542145497953,-0.8622777798519643,-0.8766720045833891,151.99914997926874,97.78067335070547,73.47642538788827,-20.706542143609557,1.5972501125290712,131.1997694468161,-0.10676835001053187,-30.898303106226365,43.93174488428787,-0.26736052386496834,2.2148348449687165,3.6501562928361424,-4.672065366913314,533.8635151249574,677.6784769391104,-2.3346418869420575,4293.193367592102,244.8443713227124,-912.1798589562106,33.87733047800294,11.144448442146698,6.044857869470689,0.2833026528029941,4.464186372499128,FinanciallyDistressed,50-55
32,Female,Other/Multiracial,High School,Northeast,DINKS,1,Retail,Office,31434.798349249504,34.026603132646834,7024.211206178174,Rent,2656.9417471687257,-6.717114104929984,0.04361966745333398,103.34391646030991,205.84445079484533,129.76202091112708,414.03949393577193,True,-5.864143793538974,118.83454449529683,123.54767186479818,-0.3849947754512005,101.2373549690151,413.4497650953884,35.79385541477371,42.37812726725301,-3.273379721433545,-0.7036499872148061,48.53803033437434,0.22696714130090057,1.6829130259977185,246.35366006179487,1164.3384521186174,27.012993536946382,41.72187337778993,16.634362440969788,-0.14764458167885477,-0.13555716385623326,-1.577847097184552,-0.9708204329544429,141.9314335428341,49.2260185412206,44.961149229179284,-35.78961711673632,-2.0334536041194884,48.47658748774709,-1.3451612408347966,-98.88055629230166,158.05783525469747,-0.16585942607045637,13.168760096781064,4.443845503069091,-11.577773387459137,4.522662848719446,1.164726582928036,-2.278653801375769,5103.920364094264,2025.2564525597795,-1421.645433143675,49.45873644340614,18.638230126213756,0.11518821660354514,25.890016024220774,2.087569622551225,FinanciallyDistressed,30-35
49,Male,Other/Multiracial,Some College/Associate's,South,Single,4,Sales,Hybrid,82740.33547931371,87.73344644243022,3208.6954165347943,Rent,3029.7319738073124,111.26742989620953,-1.713765052452263,31.28359154273838,181.77333898913906,120.31010661751266,32.00501068494655,True,281.2118810493905,-5.917847194693529,-25.414181517538058,1.0428958238274355,136.97785243465728,301.22051295237407,54.19733180220257,70.28094405440403,1.4623434220489915,214.7609305362943,929.8034216237415,-1.6504632843795035,0.165230588729977,1169.2971568769285,291.93199106552726,1.6382697124339636,40.75610836293155,19.231306827537285,-0.08384088624682721,0.4654593965540128,-1.1426544346310077,-0.885858658989627,114.80502151908753,153.2055956967946,45.85067676913026,-34.673564549340476,-1.9763273220510935,103.83266731428454,6.438286239629157,-24.895017872109705,142.5721222969268,-1.960459187347343,17.07400520975714,4.508302175522795,80.97180340640608,-0.015546880129643961,-3.9707409538631966,-1.0252843830105178,4692.06240373488,1107.5634969927687,-376.565477940286,26.020992767602294,1.966558436783317,12.16978818900131,-0.17419068784888894,1.2900397256007348,FinanciallyDistressed,45-50
35,Female,White,High School,South,SingleParent,1,Business,Office,25410.111000412115,12.092829544484351,13037.838973442678,Own,2192.365058495999,296.9617866346857,2.0324777476942586,15.700778700808215,151.33793679716194,93.66913635643164,46.60637004585952,True,592.3922296142085,203.12673352639996,139.8559379762496,95.18303110030462,98.64614555453811,331.31544071136045,80.0285495092355,76.20662044955255,-1.1183969356995214,-2.0909500751878984,33.74169757899158,-6.042438673258777,3.1568212625363343,509.1536425134883,560.6304467473278,32.12076243677582,23.940510080826897,27.528610991192014,-0.1879169769347903,0.8607751545694953,-1.898110032792586,0.18747144381027564,276.9620767721115,99.92775060466195,104.51461833506302,2.170551199060733,0.040864873804366916,105.15377453700151,81.13409903784897,151.59329062678293,66.79109045643014,-1.0656599026731752,7.2450322393582445,5.48422337173428,1.9915799186969076,4.883661857307559,2.5094907531483943,1.0678986739023744,8075.609454125474,2599.4803546552394,-2039.4869736754035,83.40634395809357,3.375245438243137,23.24269757498014,-0.06554060088849771,2.436396522847254,FinanciallyStable,30-35
41,Male,White,Master's,Northeast,Single,2,Business,Office,15637.772578085602,-50.61931357149823,6228.901316765892,Rent,2000.0561226513582,40.699618509445145,0.7649573746589619,111.62488884051182,214.22154095282093,118.80115923400353,255.26233934552084,True,18.984818652539335,187.5491661720817,254.5361825709852,-1.1753166462042914,115.94639757712906,563.5962122812331,244.148520525116,32.345796209621376,-2.95678727345191,-8.04626605114153,317.04181695554564,3.2024748829121754,0.9495394583914529,1006.1004040183485,326.6659435682034,13.952090964833028,153.9920076609489,33.91007197645923,0.35072841215871087,0.02460723450159159,-1.209195502074359,0.24112406808915576,288.80305845549924,167.06843770488862,46.607572490806895,-24.630107308418307,60.9945056642887,71.66028269291934,65.61589405048782,33.55090304615942,72.8767500543686,2.5240031458008847,4.699957317095641,4.771615478823854,-15.193379679084055,0.30292718025605464,4.788321184841846,-4.42502896387567,6629.534938787168,1121.4751140982464,-3789.4997067604018,63.64189113562147,10.081359655673229,9.33901620285976,22.919456753782914,1.600216684516406,FinanciallyDistressed,35-40
